Sul	Ensino Fundamental ou EJA do Ensino Fundamental (rede pública)	830	779	887	817	894	795	925	815	900	833	921	849	902	831	844	850
Sul	Ensino Médio ou EJA do Ensino Médio (rede pública)	449	496	440	464	441	465	466	485	472	512	491	488	449	474	422	444
Sul	Superior, Especialização, Mestrado ou Doutorado (rede pública)	176	208	169	197	178	194	184	194	214	209	201	224	183	199	160	184
Sul	Rede privada	684	811	730	909	709	918	728	906	715	952	743	954	829	1006	767	1047
Sul	Ensino Fundamental ou EJA do Ensino Fundamental (rede privada)	128	125	127	144	131	139	146	125	124	132	133	120	131	136	143	150
Sul	Ensino Médio ou EJA do Ensino Médio (rede privada)	81	85	75	88	71	81	80	75	81	80	73	77	84	83	78	102
Sul	Superior, Especialização, Mestrado ou Doutorado (rede privada)	474	601	528	676	507	698	503	706	510	740	537	756	613	787	546	795
Centro-Oeste	Não estudante	3467	3689	3789	4070	4181	4458	4437	4696	4761	5004	5048	5188	5199	5306	5297	5496
Centro-Oeste	Estudante	1222	1328	1284	1399	1314	1401	1327	1450	1385	1558	1387	1527	1342	1515	1361	1535
Centro-Oeste	Rede pública	852	844	867	863	886	902	893	911	940	1000	914	943	875	917	920	932
Centro-Oeste	Ensino Fundamental ou EJA do Ensino Fundamental (rede pública)	484	437	502	463	515	487	503	489	533	530	516	505	510	472	540	507
Centro-Oeste	Ensino Médio ou EJA do Ensino Médio (rede pública)	275	282	267	281	261	281	282	292	299	333	292	307	247	302	270	280
Centro-Oeste	Superior, Especialização, Mestrado ou Doutorado (rede pública)	93	124	97	119	107	134	106	129	108	134	104	128	116	140	110	145
Centro-Oeste	Rede privada	370	483	417	535	428	499	434	539	445	558	473	584	468	598	441	602
Centro-Oeste	Ensino Fundamental ou EJA do Ensino Fundamental (rede privada)	95	89	99	97	97	87	108	99	112	98	103	98	103	101	89	100
Centro-Oeste	Ensino Médio ou EJA do Ensino Médio (rede privada)	38	60	45	51	51	46	50	46	48	58	43	44	45	57	46	49
Centro-Oeste	Superior, Especialização, Mestrado ou Doutorado (rede privada)	237	334	273	388	280	365	275	393	284	402	327	443	320	439	306	454
