"Tabela 7113 - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade, por sexo e grupo de idade"
"Variável - Taxa de analfabetismo das pessoas de 15 anos ou mais de idade"
"Unidade da Federação";"Grupo de idade";"Ano x Sexo"
"Unidade da Federação";"Grupo de idade";"2016";;;;"2017";;;;"2018";;;;"2019";;;;"2022";;;;"2023";;;;"2024"
"Unidade da Federação";"Grupo de idade";"Homens";;"Mulheres";;"Homens";;"Mulheres";;"Homens";;"Mulheres";;"Homens";;"Mulheres";;"Homens";;"Mulheres";;"Homens";;"Mulheres";;"Homens";;"Mulheres"
"Maranhão";"18 anos ou mais";"18,7";"%";"15,9";"%";"18,7";"%";"15,6";"%";"18,3";"%";"14,8";"%";"17,2";"%";"14,5";"%";"14,6";"%";"11,8";"%";"13,8";"%";"11,1";"%";"13,9";"%";"10,6";"%"
"Maranhão";"25 anos ou mais";"22,4";"%";"19,2";"%";"22,5";"%";"18,9";"%";"22,1";"%";"17,9";"%";"20,9";"%";"17,5";"%";"17,3";"%";"13,7";"%";"16,4";"%";"13,2";"%";"16,5";"%";"12,4";"%"
"Maranhão";"40 anos ou mais";"32,9";"%";"30,2";"%";"33,2";"%";"29,9";"%";"32,8";"%";"27,7";"%";"30,7";"%";"27,2";"%";"25,3";"%";"21,3";"%";"24,5";"%";"20,5";"%";"24,9";"%";"19,2";"%"
"Maranhão";"60 anos ou mais";"47,2";"%";"48,9";"%";"47,4";"%";"48,5";"%";"47,5";"%";"43,8";"%";"46,5";"%";"45,8";"%";"36,9";"%";"36,0";"%";"35,4";"%";"35,4";"%";"38,3";"%";"31,6";"%"
"Piauí";"15 anos ou mais";"18,4";"%";"14,0";"%";"18,2";"%";"13,2";"%";"17,0";"%";"14,0";"%";"16,8";"%";"13,2";"%";"16,2";"%";"13,5";"%";"14,8";"%";"11,8";"%";"15,6";"%";"12,1";"%"
"Piauí";"18 anos ou mais";"19,7";"%";"14,9";"%";"19,6";"%";"14,1";"%";"18,3";"%";"14,9";"%";"17,9";"%";"13,9";"%";"17,3";"%";"14,2";"%";"15,7";"%";"12,5";"%";"16,5";"%";"12,7";"%"
"Piauí";"25 anos ou mais";"23,0";"%";"17,3";"%";"22,9";"%";"16,8";"%";"21,6";"%";"17,7";"%";"20,9";"%";"16,7";"%";"20,3";"%";"16,5";"%";"18,3";"%";"14,4";"%";"18,8";"%";"14,7";"%"
"Piauí";"40 anos ou mais";"33,3";"%";"25,7";"%";"33,4";"%";"25,4";"%";"30,8";"%";"25,5";"%";"29,5";"%";"24,5";"%";"29,1";"%";"24,4";"%";"25,9";"%";"20,9";"%";"27,8";"%";"21,6";"%"
"Piauí";"60 anos ou mais";"48,0";"%";"41,4";"%";"48,4";"%";"42,0";"%";"44,3";"%";"41,6";"%";"42,7";"%";"40,7";"%";"42,1";"%";"39,1";"%";"37,5";"%";"33,9";"%";"34,3";"%";"32,4";"%"
"Ceará";"15 anos ou mais";"16,8";"%";"11,9";"%";"15,2";"%";"11,6";"%";"14,0";"%";"10,9";"%";"14,8";"%";"10,7";"%";"13,9";"%";"10,3";"%";"14,1";"%";"9,0";"%";"13,5";"%";"10,0";"%"
"Ceará";"18 anos ou mais";"17,9";"%";"12,7";"%";"16,3";"%";"12,4";"%";"14,9";"%";"11,6";"%";"15,8";"%";"11,3";"%";"14,7";"%";"10,9";"%";"15,0";"%";"9,6";"%";"14,3";"%";"10,5";"%"
"Ceará";"25 anos ou mais";"21,7";"%";"15,1";"%";"19,5";"%";"14,7";"%";"18,0";"%";"13,6";"%";"18,8";"%";"13,2";"%";"17,2";"%";"12,5";"%";"17,5";"%";"11,0";"%";"16,7";"%";"11,9";"%"
"Ceará";"40 anos ou mais";"31,3";"%";"22,5";"%";"29,3";"%";"22,2";"%";"27,5";"%";"20,8";"%";"28,4";"%";"20,1";"%";"25,7";"%";"18,0";"%";"26,7";"%";"16,4";"%";"25,0";"%";"17,3";"%"
"Ceará";"60 anos ou mais";"43,5";"%";"34,3";"%";"41,0";"%";"34,0";"%";"41,2";"%";"33,9";"%";"40,3";"%";"31,4";"%";"35,4";"%";"28,7";"%";"40,5";"%";"26,3";"%";"36,6";"%";"27,9";"%"
"Rio Grande do Norte";"15 anos ou mais";"16,6";"%";"11,3";"%";"15,1";"%";"10,8";"%";"13,6";"%";"10,7";"%";"14,9";"%";"10,4";"%";"12,7";"%";"8,5";"%";"13,4";"%";"8,5";"%";"13,5";"%";"7,7";"%"
"Rio Grande do Norte";"18 anos ou mais";"17,6";"%";"12,0";"%";"16,1";"%";"11,5";"%";"14,5";"%";"11,3";"%";"15,8";"%";"11,0";"%";"13,4";"%";"8,9";"%";"14,2";"%";"8,9";"%";"14,3";"%";"8,1";"%"
"Rio Grande do Norte";"25 anos ou mais";"20,7";"%";"14,1";"%";"19,2";"%";"13,4";"%";"17,5";"%";"13,2";"%";"18,3";"%";"12,8";"%";"15,2";"%";"10,3";"%";"16,3";"%";"10,2";"%";"16,5";"%";"9,2";"%"
"Rio Grande do Norte";"40 anos ou mais";"30,0";"%";"20,8";"%";"27,9";"%";"20,0";"%";"26,0";"%";"19,0";"%";"27,4";"%";"18,6";"%";"22,3";"%";"15,2";"%";"23,8";"%";"15,3";"%";"23,9";"%";"13,5";"%"
"Rio Grande do Norte";"60 anos ou mais";"45,9";"%";"33,3";"%";"42,6";"%";"32,3";"%";"41,6";"%";"31,0";"%";"39,7";"%";"28,9";"%";"34,5";"%";"23,4";"%";"34,9";"%";"25,1";"%";"35,6";"%";"21,7";"%"
"Paraíba";"15 anos ou mais";"17,4";"%";"13,5";"%";"18,1";"%";"13,5";"%";"18,5";"%";"12,1";"%";"17,7";"%";"12,7";"%";"16,0";"%";"11,5";"%";"16,1";"%";"10,5";"%";"15,3";"%";"10,5";"%"
"Paraíba";"18 anos ou mais";"18,8";"%";"14,4";"%";"19,5";"%";"14,4";"%";"19,9";"%";"12,9";"%";"19,1";"%";"13,5";"%";"17,2";"%";"12,1";"%";"17,1";"%";"11,1";"%";"16,2";"%";"11,0";"%"
"Paraíba";"25 anos ou mais";"22,3";"%";"17,0";"%";"22,9";"%";"16,9";"%";"23,4";"%";"15,1";"%";"22,5";"%";"15,9";"%";"19,9";"%";"13,9";"%";"19,9";"%";"12,6";"%";"18,8";"%";"12,5";"%"
"Paraíba";"40 anos ou mais";"31,5";"%";"24,4";"%";"32,4";"%";"24,8";"%";"32,6";"%";"21,2";"%";"32,3";"%";"22,4";"%";"29,6";"%";"21,0";"%";"28,8";"%";"18,7";"%";"26,9";"%";"18,6";"%"
"Paraíba";"60 anos ou mais";"46,2";"%";"39,4";"%";"42,7";"%";"37,2";"%";"43,5";"%";"33,8";"%";"45,3";"%";"33,5";"%";"41,8";"%";"32,1";"%";"39,4";"%";"28,4";"%";"37,1";"%";"29,7";"%"
"Pernambuco";"15 anos ou mais";"12,9";"%";"11,2";"%";"13,6";"%";"11,9";"%";"12,0";"%";"10,2";"%";"11,8";"%";"10,4";"%";"12,2";"%";"10,0";"%";"11,1";"%";"9,3";"%";"11,6";"%";"8,8";"%"
"Pernambuco";"18 anos ou mais";"13,8";"%";"11,9";"%";"14,6";"%";"12,7";"%";"12,8";"%";"10,8";"%";"12,5";"%";"11,0";"%";"13,0";"%";"10,6";"%";"11,8";"%";"9,8";"%";"12,4";"%";"9,3";"%"
"Pernambuco";"25 anos ou mais";"16,1";"%";"14,0";"%";"17,0";"%";"14,7";"%";"15,1";"%";"12,6";"%";"14,7";"%";"12,8";"%";"15,0";"%";"12,2";"%";"13,5";"%";"11,3";"%";"14,2";"%";"10,6";"%"
"Pernambuco";"40 anos ou mais";"22,7";"%";"20,8";"%";"23,9";"%";"21,7";"%";"21,2";"%";"18,6";"%";"21,1";"%";"19,2";"%";"21,4";"%";"18,0";"%";"18,5";"%";"16,1";"%";"20,2";"%";"15,7";"%"
"Pernambuco";"60 anos ou mais";"34,5";"%";"34,9";"%";"35,7";"%";"34,8";"%";"30,2";"%";"30,3";"%";"33,2";"%";"32,6";"%";"31,1";"%";"29,4";"%";"28,4";"%";"27,6";"%";"30,2";"%";"25,6";"%"
"Alagoas";"15 anos ou mais";"19,3";"%";"17,6";"%";"18,8";"%";"16,0";"%";"17,3";"%";"15,2";"%";"16,9";"%";"15,2";"%";"15,7";"%";"13,2";"%";"15,3";"%";"13,2";"%";"15,5";"%";"13,2";"%"
"Alagoas";"18 anos ou mais";"20,8";"%";"18,9";"%";"20,3";"%";"17,1";"%";"18,6";"%";"16,2";"%";"18,0";"%";"16,2";"%";"16,7";"%";"14,0";"%";"16,4";"%";"14,0";"%";"16,5";"%";"14,0";"%"
"Alagoas";"25 anos ou mais";"24,9";"%";"22,7";"%";"23,8";"%";"20,3";"%";"22,1";"%";"19,1";"%";"21,4";"%";"19,0";"%";"19,5";"%";"16,6";"%";"19,5";"%";"16,4";"%";"19,4";"%";"16,5";"%"
"Alagoas";"40 anos ou mais";"33,4";"%";"32,5";"%";"31,8";"%";"29,0";"%";"30,4";"%";"27,6";"%";"30,1";"%";"27,3";"%";"27,3";"%";"24,6";"%";"27,9";"%";"24,5";"%";"27,3";"%";"24,3";"%"
"Alagoas";"60 anos ou mais";"44,1";"%";"48,4";"%";"43,8";"%";"41,2";"%";"42,3";"%";"40,4";"%";"42,5";"%";"40,0";"%";"39,3";"%";"35,7";"%";"40,6";"%";"37,1";"%";"40,4";"%";"39,8";"%"
"Sergipe";"15 anos ou mais";"15,1";"%";"12,8";"%";"15,4";"%";"12,1";"%";"14,1";"%";"11,8";"%";"14,0";"%";"11,4";"%";"13,9";"%";"9,7";"%";"12,6";"%";"9,9";"%";"11,3";"%";"10,3";"%"
"Sergipe";"18 anos ou mais";"16,1";"%";"13,6";"%";"16,5";"%";"13,0";"%";"15,1";"%";"12,6";"%";"14,9";"%";"12,0";"%";"14,8";"%";"10,3";"%";"13,5";"%";"10,6";"%";"12,0";"%";"11,0";"%"
"Sergipe";"25 anos ou mais";"19,0";"%";"16,3";"%";"19,4";"%";"15,4";"%";"18,1";"%";"14,9";"%";"17,9";"%";"14,2";"%";"17,4";"%";"12,2";"%";"15,8";"%";"12,1";"%";"13,8";"%";"12,8";"%"
"Sergipe";"40 anos ou mais";"26,1";"%";"24,7";"%";"27,5";"%";"23,4";"%";"25,9";"%";"23,0";"%";"25,8";"%";"21,2";"%";"25,2";"%";"18,7";"%";"23,6";"%";"18,9";"%";"20,5";"%";"18,6";"%"
"Sergipe";"60 anos ou mais";"40,3";"%";"40,0";"%";"42,6";"%";"38,9";"%";"40,4";"%";"37,4";"%";"39,2";"%";"37,5";"%";"40,4";"%";"32,0";"%";"34,9";"%";"31,3";"%";"30,9";"%";"31,6";"%"
"Bahia";"15 anos ou mais";"12,9";"%";"11,5";"%";"12,5";"%";"11,5";"%";"12,5";"%";"11,4";"%";"12,8";"%";"11,2";"%";"10,9";"%";"9,7";"%";"10,9";"%";"9,5";"%";"10,3";"%";"9,1";"%"
"Bahia";"18 anos ou mais";"13,8";"%";"12,3";"%";"13,3";"%";"12,3";"%";"13,2";"%";"12,2";"%";"13,7";"%";"11,9";"%";"11,6";"%";"10,2";"%";"11,6";"%";"10,0";"%";"11,0";"%";"9,6";"%"
"Bahia";"25 anos ou mais";"16,2";"%";"14,5";"%";"15,4";"%";"14,6";"%";"15,6";"%";"14,0";"%";"15,7";"%";"14,1";"%";"13,4";"%";"11,7";"%";"13,2";"%";"11,3";"%";"12,7";"%";"11,0";"%"
"Bahia";"40 anos ou mais";"23,4";"%";"22,7";"%";"22,6";"%";"22,4";"%";"22,6";"%";"21,6";"%";"23,0";"%";"21,5";"%";"18,8";"%";"17,7";"%";"19,1";"%";"17,1";"%";"17,8";"%";"16,3";"%"
"Bahia";"60 anos ou mais";"36,5";"%";"39,6";"%";"34,3";"%";"37,9";"%";"32,9";"%";"37,8";"%";"36,6";"%";"36,8";"%";"28,9";"%";"30,9";"%";"29,1";"%";"29,4";"%";"27,1";"%";"29,3";"%"
"Minas Gerais";"15 anos ou mais";"5,6";"%";"5,8";"%";"5,4";"%";"5,8";"%";"5,0";"%";"5,8";"%";"5,0";"%";"5,0";"%";"4,5";"%";"5,0";"%";"4,6";"%";"4,5";"%";"4,2";"%";"4,5";"%"
"Minas Gerais";"18 anos ou mais";"6,0";"%";"6,2";"%";"5,7";"%";"6,2";"%";"5,2";"%";"6,1";"%";"5,3";"%";"5,3";"%";"4,7";"%";"5,2";"%";"4,8";"%";"4,7";"%";"4,4";"%";"4,7";"%"
"Minas Gerais";"25 anos ou mais";"7,0";"%";"7,2";"%";"6,5";"%";"7,2";"%";"6,0";"%";"7,1";"%";"6,1";"%";"6,1";"%";"5,4";"%";"6,0";"%";"5,6";"%";"5,3";"%";"5,0";"%";"5,4";"%"
"Minas Gerais";"40 anos ou mais";"10,4";"%";"11,1";"%";"9,6";"%";"10,8";"%";"8,9";"%";"10,6";"%";"8,8";"%";"9,1";"%";"7,6";"%";"8,7";"%";"7,9";"%";"7,8";"%";"7,2";"%";"8,0";"%"
"Minas Gerais";"60 anos ou mais";"17,9";"%";"20,6";"%";"17,3";"%";"21,1";"%";"14,9";"%";"19,1";"%";"14,7";"%";"17,6";"%";"12,9";"%";"16,3";"%";"14,3";"%";"15,7";"%";"11,8";"%";"15,4";"%"
"Espírito Santo";"15 anos ou mais";"5,1";"%";"6,2";"%";"4,7";"%";"5,4";"%";"4,2";"%";"5,7";"%";"4,5";"%";"5,1";"%";"4,4";"%";"5,1";"%";"4,2";"%";"4,7";"%";"3,7";"%";"4,1";"%"
"Espírito Santo";"18 anos ou mais";"5,4";"%";"6,6";"%";"5,0";"%";"5,7";"%";"4,5";"%";"5,9";"%";"4,7";"%";"5,3";"%";"4,6";"%";"5,4";"%";"4,4";"%";"4,9";"%";"3,8";"%";"4,2";"%"
"Espírito Santo";"25 anos ou mais";"6,3";"%";"7,6";"%";"5,7";"%";"6,6";"%";"5,3";"%";"6,9";"%";"5,4";"%";"6,2";"%";"5,2";"%";"6,1";"%";"5,1";"%";"5,5";"%";"4,3";"%";"4,8";"%"
"Espírito Santo";"40 anos ou mais";"9,5";"%";"12,2";"%";"8,8";"%";"10,4";"%";"8,3";"%";"10,7";"%";"8,3";"%";"9,7";"%";"7,5";"%";"8,9";"%";"7,6";"%";"8,2";"%";"6,2";"%";"7,2";"%"
"Espírito Santo";"60 anos ou mais";"18,5";"%";"24,5";"%";"15,4";"%";"21,3";"%";"15,9";"%";"21,8";"%";"15,9";"%";"19,6";"%";"14,0";"%";"17,1";"%";"12,8";"%";"15,3";"%";"11,7";"%";"14,6";"%"
"Rio de Janeiro";"15 anos ou mais";"2,3";"%";"2,7";"%";"2,3";"%";"2,5";"%";"2,0";"%";"2,4";"%";"1,9";"%";"2,0";"%";"2,1";"%";"2,2";"%";"1,9";"%";"2,0";"%";"2,0";"%";"2,0";"%"
"Rio de Janeiro";"18 anos ou mais";"2,4";"%";"2,8";"%";"2,4";"%";"2,6";"%";"2,1";"%";"2,5";"%";"2,0";"%";"2,0";"%";"2,2";"%";"2,3";"%";"2,0";"%";"2,1";"%";"2,1";"%";"2,1";"%"
"Rio de Janeiro";"25 anos ou mais";"2,7";"%";"3,2";"%";"2,8";"%";"3,0";"%";"2,4";"%";"2,8";"%";"2,2";"%";"2,3";"%";"2,5";"%";"2,5";"%";"2,3";"%";"2,3";"%";"2,3";"%";"2,3";"%"
"Rio de Janeiro";"40 anos ou mais";"3,7";"%";"4,5";"%";"3,9";"%";"4,2";"%";"3,3";"%";"3,8";"%";"3,1";"%";"3,2";"%";"3,3";"%";"3,4";"%";"3,1";"%";"3,1";"%";"2,9";"%";"3,0";"%"
"Rio de Janeiro";"60 anos ou mais";"5,8";"%";"8,1";"%";"5,6";"%";"7,1";"%";"5,5";"%";"7,0";"%";"5,3";"%";"5,6";"%";"5,2";"%";"5,9";"%";"4,8";"%";"5,3";"%";"4,6";"%";"5,1";"%"
"São Paulo";"15 anos ou mais";"2,1";"%";"3,1";"%";"1,9";"%";"2,8";"%";"2,1";"%";"2,7";"%";"2,1";"%";"2,7";"%";"2,0";"%";"2,4";"%";"1,9";"%";"2,7";"%";"2,0";"%";"2,5";"%"
"São Paulo";"18 anos ou mais";"2,2";"%";"3,3";"%";"2,0";"%";"3,0";"%";"2,2";"%";"2,9";"%";"2,2";"%";"2,8";"%";"2,0";"%";"2,5";"%";"2,0";"%";"2,8";"%";"2,1";"%";"2,6";"%"
"São Paulo";"25 anos ou mais";"2,5";"%";"3,8";"%";"2,3";"%";"3,4";"%";"2,5";"%";"3,3";"%";"2,5";"%";"3,2";"%";"2,3";"%";"2,8";"%";"2,2";"%";"3,1";"%";"2,3";"%";"2,9";"%"
"São Paulo";"40 anos ou mais";"3,6";"%";"5,7";"%";"3,3";"%";"5,2";"%";"3,8";"%";"4,9";"%";"3,7";"%";"4,7";"%";"3,3";"%";"4,0";"%";"3,1";"%";"4,3";"%";"3,2";"%";"4,0";"%"
"São Paulo";"60 anos ou mais";"6,8";"%";"11,6";"%";"5,1";"%";"10,3";"%";"6,8";"%";"9,8";"%";"6,6";"%";"9,1";"%";"5,7";"%";"7,8";"%";"4,7";"%";"8,1";"%";"5,1";"%";"7,6";"%"
"Paraná";"15 anos ou mais";"3,7";"%";"4,4";"%";"3,3";"%";"5,1";"%";"3,8";"%";"5,2";"%";"3,5";"%";"4,8";"%";"3,2";"%";"4,7";"%";"2,9";"%";"4,0";"%";"2,8";"%";"4,2";"%"
"Paraná";"18 anos ou mais";"4,0";"%";"4,7";"%";"3,5";"%";"5,4";"%";"3,9";"%";"5,5";"%";"3,6";"%";"5,0";"%";"3,3";"%";"4,9";"%";"3,0";"%";"4,1";"%";"2,9";"%";"4,4";"%"
