"Tabela 7110 - População residente, por cor ou raça e grupo de idade",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
População,BR,1,Brasil,2017,Total,40 a 59 anos,49972.0,Mil pessoas
População,BR,1,Brasil,2017,Total,60 anos ou mais,26785.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,0 a 3 anos,5366.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,4 a 5 anos,2475.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,6 a 9 anos,4794.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,10 a 14 anos,5857.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,15 a 17 anos,3796.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,18 a 24 anos,9278.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,25 a 29 anos,7245.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,30 a 39 anos,14199.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,40 a 59 anos,22597.0,Mil pessoas
População,BR,1,Brasil,2017,Branca,60 anos ou mais,13772.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,0 a 3 anos,6259.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,4 a 5 anos,3359.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,6 a 9 anos,6852.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,10 a 14 anos,9353.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,15 a 17 anos,6272.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,18 a 24 anos,14417.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,25 a 29 anos,9756.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,30 a 39 anos,19116.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,40 a 59 anos,26935.0,Mil pessoas
População,BR,1,Brasil,2017,Preta ou parda,60 anos ou mais,12681.0,Mil pessoas
População,BR,1,Brasil,2018,Total,0 a 3 anos,11694.0,Mil pessoas
População,BR,1,Brasil,2018,Total,4 a 5 anos,5912.0,Mil pessoas
População,BR,1,Brasil,2018,Total,6 a 9 anos,11630.0,Mil pessoas
População,BR,1,Brasil,2018,Total,10 a 14 anos,15139.0,Mil pessoas
População,BR,1,Brasil,2018,Total,15 a 17 anos,9699.0,Mil pessoas
População,BR,1,Brasil,2018,Total,18 a 24 anos,23993.0,Mil pessoas
População,BR,1,Brasil,2018,Total,25 a 29 anos,17029.0,Mil pessoas
População,BR,1,Brasil,2018,Total,30 a 39 anos,33825.0,Mil pessoas
População,BR,1,Brasil,2018,Total,40 a 59 anos,50923.0,Mil pessoas
População,BR,1,Brasil,2018,Total,60 anos ou mais,27808.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,0 a 3 anos,5432.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,4 a 5 anos,2547.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,6 a 9 anos,4715.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,10 a 14 anos,5778.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,15 a 17 anos,3621.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,18 a 24 anos,9112.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,25 a 29 anos,7004.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,30 a 39 anos,14128.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,40 a 59 anos,22630.0,Mil pessoas
População,BR,1,Brasil,2018,Branca,60 anos ou mais,13901.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,0 a 3 anos,6188.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,4 a 5 anos,3321.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,6 a 9 anos,6815.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,10 a 14 anos,9224.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,15 a 17 anos,5988.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,18 a 24 anos,14665.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,25 a 29 anos,9861.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,30 a 39 anos,19305.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,40 a 59 anos,27734.0,Mil pessoas
População,BR,1,Brasil,2018,Preta ou parda,60 anos ou mais,13481.0,Mil pessoas
População,BR,1,Brasil,2019,Total,0 a 3 anos,11611.0,Mil pessoas
População,BR,1,Brasil,2019,Total,4 a 5 anos,5968.0,Mil pessoas
População,BR,1,Brasil,2019,Total,6 a 9 anos,11667.0,Mil pessoas
População,BR,1,Brasil,2019,Total,10 a 14 anos,14954.0,Mil pessoas
População,BR,1,Brasil,2019,Total,15 a 17 anos,9411.0,Mil pessoas
População,BR,1,Brasil,2019,Total,18 a 24 anos,23958.0,Mil pessoas
População,BR,1,Brasil,2019,Total,25 a 29 anos,16960.0,Mil pessoas
População,BR,1,Brasil,2019,Total,30 a 39 anos,34002.0,Mil pessoas
População,BR,1,Brasil,2019,Total,40 a 59 anos,51879.0,Mil pessoas
População,BR,1,Brasil,2019,Total,60 anos ou mais,28867.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,0 a 3 anos,5273.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,4 a 5 anos,2493.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,6 a 9 anos,4663.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,10 a 14 anos,5630.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,15 a 17 anos,3472.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,18 a 24 anos,9191.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,25 a 29 anos,6865.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,30 a 39 anos,13929.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,40 a 59 anos,22899.0,Mil pessoas
População,BR,1,Brasil,2019,Branca,60 anos ou mais,14422.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,0 a 3 anos,6268.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,4 a 5 anos,3441.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,6 a 9 anos,6911.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,10 a 14 anos,9200.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,15 a 17 anos,5865.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,18 a 24 anos,14553.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,25 a 29 anos,9917.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,30 a 39 anos,19682.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,40 a 59 anos,28434.0,Mil pessoas
População,BR,1,Brasil,2019,Preta ou parda,60 anos ou mais,14029.0,Mil pessoas
População,BR,1,Brasil,2022,Total,0 a 3 anos,11367.0,Mil pessoas
População,BR,1,Brasil,2022,Total,4 a 5 anos,6057.0,Mil pessoas
População,BR,1,Brasil,2022,Total,6 a 9 anos,11856.0,Mil pessoas
População,BR,1,Brasil,2022,Total,10 a 14 anos,14564.0,Mil pessoas
População,BR,1,Brasil,2022,Total,15 a 17 anos,9159.0,Mil pessoas
População,BR,1,Brasil,2022,Total,18 a 24 anos,22827.0,Mil pessoas
População,BR,1,Brasil,2022,Total,25 a 29 anos,17027.0,Mil pessoas
População,BR,1,Brasil,2022,Total,30 a 39 anos,34102.0,Mil pessoas
População,BR,1,Brasil,2022,Total,40 a 59 anos,54743.0,Mil pessoas
População,BR,1,Brasil,2022,Total,60 anos ou mais,32239.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,0 a 3 anos,5235.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,4 a 5 anos,2625.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,6 a 9 anos,4920.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,10 a 14 anos,5726.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,15 a 17 anos,3488.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,18 a 24 anos,8912.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,25 a 29 anos,6763.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,30 a 39 anos,14277.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,40 a 59 anos,23870.0,Mil pessoas
População,BR,1,Brasil,2022,Branca,60 anos ou mais,16412.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,0 a 3 anos,6039.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,4 a 5 anos,3383.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,6 a 9 anos,6842.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,10 a 14 anos,8709.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,15 a 17 anos,5596.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,18 a 24 anos,13661.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,25 a 29 anos,10081.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,30 a 39 anos,19421.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,40 a 59 anos,30237.0,Mil pessoas
População,BR,1,Brasil,2022,Preta ou parda,60 anos ou mais,15374.0,Mil pessoas
População,BR,1,Brasil,2023,Total,0 a 3 anos,11273.0,Mil pessoas
População,BR,1,Brasil,2023,Total,4 a 5 anos,6212.0,Mil pessoas
População,BR,1,Brasil,2023,Total,6 a 9 anos,11758.0,Mil pessoas
População,BR,1,Brasil,2023,Total,10 a 14 anos,14509.0,Mil pessoas
População,BR,1,Brasil,2023,Total,15 a 17 anos,9149.0,Mil pessoas
População,BR,1,Brasil,2023,Total,18 a 24 anos,22280.0,Mil pessoas
População,BR,1,Brasil,2023,Total,25 a 29 anos,17116.0,Mil pessoas
População,BR,1,Brasil,2023,Total,30 a 39 anos,34008.0,Mil pessoas
População,BR,1,Brasil,2023,Total,40 a 59 anos,55682.0,Mil pessoas
População,BR,1,Brasil,2023,Total,60 anos ou mais,33420.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,0 a 3 anos,5220.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,4 a 5 anos,2646.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,6 a 9 anos,4789.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,10 a 14 anos,5672.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,15 a 17 anos,3460.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,18 a 24 anos,8615.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,25 a 29 anos,6732.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,30 a 39 anos,13892.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,40 a 59 anos,24216.0,Mil pessoas
População,BR,1,Brasil,2023,Branca,60 anos ou mais,16910.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,0 a 3 anos,5969.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,4 a 5 anos,3512.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,6 a 9 anos,6853.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,10 a 14 anos,8680.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,15 a 17 anos,5600.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,18 a 24 anos,13427.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,25 a 29 anos,10177.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,30 a 39 anos,19708.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,40 a 59 anos,30790.0,Mil pessoas
População,BR,1,Brasil,2023,Preta ou parda,60 anos ou mais,16040.0,Mil pessoas
População,BR,1,Brasil,2024,Total,0 a 3 anos,11185.0,Mil pessoas
População,BR,1,Brasil,2024,Total,4 a 5 anos,6171.0,Mil pessoas
População,BR,1,Brasil,2024,Total,6 a 9 anos,11793.0,Mil pessoas
População,BR,1,Brasil,2024,Total,10 a 14 anos,14512.0,Mil pessoas
População,BR,1,Brasil,2024,Total,15 a 17 anos,9001.0,Mil pessoas
População,BR,1,Brasil,2024,Total,18 a 24 anos,21892.0,Mil pessoas
População,BR,1,Brasil,2024,Total,25 a 29 anos,17149.0,Mil pessoas
População,BR,1,Brasil,2024,Total,30 a 39 anos,33909.0,Mil pessoas
População,BR,1,Brasil,2024,Total,40 a 59 anos,56596.0,Mil pessoas
População,BR,1,Brasil,2024,Total,60 anos ou mais,34617.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,0 a 3 anos,5045.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,4 a 5 anos,2632.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,6 a 9 anos,4792.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,10 a 14 anos,5507.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,15 a 17 anos,3399.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,18 a 24 anos,8376.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,25 a 29 anos,6733.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,30 a 39 anos,13586.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,40 a 59 anos,24125.0,Mil pessoas
População,BR,1,Brasil,2024,Branca,60 anos ou mais,17325.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,0 a 3 anos,6059.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,4 a 5 anos,3493.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,6 a 9 anos,6896.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,10 a 14 anos,8879.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,15 a 17 anos,5518.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,18 a 24 anos,13314.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,25 a 29 anos,10236.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,30 a 39 anos,19933.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,40 a 59 anos,31818.0,Mil pessoas
População,BR,1,Brasil,2024,Preta ou parda,60 anos ou mais,16822.0,Mil pessoas
População,GR,1,Norte,2016,Total,0 a 3 anos,1264.0,Mil pessoas
População,GR,1,Norte,2016,Total,4 a 5 anos,639.0,Mil pessoas
População,GR,1,Norte,2016,Total,6 a 9 anos,1324.0,Mil pessoas
População,GR,1,Norte,2016,Total,10 a 14 anos,1669.0,Mil pessoas
População,GR,1,Norte,2016,Total,15 a 17 anos,1045.0,Mil pessoas
População,GR,1,Norte,2016,Total,18 a 24 anos,2325.0,Mil pessoas
População,GR,1,Norte,2016,Total,25 a 29 anos,1520.0,Mil pessoas
População,GR,1,Norte,2016,Total,30 a 39 anos,2731.0,Mil pessoas
População,GR,1,Norte,2016,Total,40 a 59 anos,3436.0,Mil pessoas
População,GR,1,Norte,2016,Total,60 anos ou mais,1419.0,Mil pessoas
População,GR,1,Norte,2016,Branca,0 a 3 anos,291.0,Mil pessoas
População,GR,1,Norte,2016,Branca,4 a 5 anos,137.0,Mil pessoas
População,GR,1,Norte,2016,Branca,6 a 9 anos,229.0,Mil pessoas
População,GR,1,Norte,2016,Branca,10 a 14 anos,290.0,Mil pessoas
População,GR,1,Norte,2016,Branca,15 a 17 anos,169.0,Mil pessoas
População,GR,1,Norte,2016,Branca,18 a 24 anos,440.0,Mil pessoas
População,GR,1,Norte,2016,Branca,25 a 29 anos,257.0,Mil pessoas
População,GR,1,Norte,2016,Branca,30 a 39 anos,489.0,Mil pessoas
População,GR,1,Norte,2016,Branca,40 a 59 anos,653.0,Mil pessoas
População,GR,1,Norte,2016,Branca,60 anos ou mais,298.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,0 a 3 anos,957.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,4 a 5 anos,496.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,6 a 9 anos,1080.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,10 a 14 anos,1360.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,15 a 17 anos,864.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,18 a 24 anos,1860.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,25 a 29 anos,1240.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,30 a 39 anos,2211.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,40 a 59 anos,2746.0,Mil pessoas
População,GR,1,Norte,2016,Preta ou parda,60 anos ou mais,1104.0,Mil pessoas
População,GR,1,Norte,2017,Total,0 a 3 anos,1239.0,Mil pessoas
População,GR,1,Norte,2017,Total,4 a 5 anos,627.0,Mil pessoas
População,GR,1,Norte,2017,Total,6 a 9 anos,1293.0,Mil pessoas
População,GR,1,Norte,2017,Total,10 a 14 anos,1661.0,Mil pessoas
População,GR,1,Norte,2017,Total,15 a 17 anos,1058.0,Mil pessoas
População,GR,1,Norte,2017,Total,18 a 24 anos,2320.0,Mil pessoas
População,GR,1,Norte,2017,Total,25 a 29 anos,1488.0,Mil pessoas
População,GR,1,Norte,2017,Total,30 a 39 anos,2802.0,Mil pessoas
População,GR,1,Norte,2017,Total,40 a 59 anos,3609.0,Mil pessoas
População,GR,1,Norte,2017,Total,60 anos ou mais,1512.0,Mil pessoas
População,GR,1,Norte,2017,Branca,0 a 3 anos,301.0,Mil pessoas
População,GR,1,Norte,2017,Branca,4 a 5 anos,124.0,Mil pessoas
População,GR,1,Norte,2017,Branca,6 a 9 anos,255.0,Mil pessoas
População,GR,1,Norte,2017,Branca,10 a 14 anos,284.0,Mil pessoas
População,GR,1,Norte,2017,Branca,15 a 17 anos,185.0,Mil pessoas
População,GR,1,Norte,2017,Branca,18 a 24 anos,405.0,Mil pessoas
População,GR,1,Norte,2017,Branca,25 a 29 anos,262.0,Mil pessoas
População,GR,1,Norte,2017,Branca,30 a 39 anos,509.0,Mil pessoas
População,GR,1,Norte,2017,Branca,40 a 59 anos,695.0,Mil pessoas
População,GR,1,Norte,2017,Branca,60 anos ou mais,323.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,0 a 3 anos,924.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,4 a 5 anos,497.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,6 a 9 anos,1025.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,10 a 14 anos,1356.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,15 a 17 anos,862.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,18 a 24 anos,1889.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,25 a 29 anos,1208.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,30 a 39 anos,2264.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,40 a 59 anos,2881.0,Mil pessoas
População,GR,1,Norte,2017,Preta ou parda,60 anos ou mais,1170.0,Mil pessoas
População,GR,1,Norte,2018,Total,0 a 3 anos,1190.0,Mil pessoas
População,GR,1,Norte,2018,Total,4 a 5 anos,602.0,Mil pessoas
População,GR,1,Norte,2018,Total,6 a 9 anos,1300.0,Mil pessoas
População,GR,1,Norte,2018,Total,10 a 14 anos,1618.0,Mil pessoas
População,GR,1,Norte,2018,Total,15 a 17 anos,991.0,Mil pessoas
População,GR,1,Norte,2018,Total,18 a 24 anos,2360.0,Mil pessoas
População,GR,1,Norte,2018,Total,25 a 29 anos,1525.0,Mil pessoas
População,GR,1,Norte,2018,Total,30 a 39 anos,2846.0,Mil pessoas
População,GR,1,Norte,2018,Total,40 a 59 anos,3769.0,Mil pessoas
População,GR,1,Norte,2018,Total,60 anos ou mais,1644.0,Mil pessoas
População,GR,1,Norte,2018,Branca,0 a 3 anos,273.0,Mil pessoas
População,GR,1,Norte,2018,Branca,4 a 5 anos,122.0,Mil pessoas
População,GR,1,Norte,2018,Branca,6 a 9 anos,231.0,Mil pessoas
População,GR,1,Norte,2018,Branca,10 a 14 anos,262.0,Mil pessoas
População,GR,1,Norte,2018,Branca,15 a 17 anos,168.0,Mil pessoas
População,GR,1,Norte,2018,Branca,18 a 24 anos,407.0,Mil pessoas
População,GR,1,Norte,2018,Branca,25 a 29 anos,262.0,Mil pessoas
População,GR,1,Norte,2018,Branca,30 a 39 anos,508.0,Mil pessoas
População,GR,1,Norte,2018,Branca,40 a 59 anos,704.0,Mil pessoas
População,GR,1,Norte,2018,Branca,60 anos ou mais,324.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,0 a 3 anos,899.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,4 a 5 anos,472.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,6 a 9 anos,1045.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,10 a 14 anos,1331.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,15 a 17 anos,806.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,18 a 24 anos,1918.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,25 a 29 anos,1237.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,30 a 39 anos,2282.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,40 a 59 anos,3001.0,Mil pessoas
População,GR,1,Norte,2018,Preta ou parda,60 anos ou mais,1290.0,Mil pessoas
População,GR,1,Norte,2019,Total,0 a 3 anos,1208.0,Mil pessoas
População,GR,1,Norte,2019,Total,4 a 5 anos,653.0,Mil pessoas
População,GR,1,Norte,2019,Total,6 a 9 anos,1231.0,Mil pessoas
População,GR,1,Norte,2019,Total,10 a 14 anos,1682.0,Mil pessoas
População,GR,1,Norte,2019,Total,15 a 17 anos,1022.0,Mil pessoas
População,GR,1,Norte,2019,Total,18 a 24 anos,2393.0,Mil pessoas
População,GR,1,Norte,2019,Total,25 a 29 anos,1555.0,Mil pessoas
População,GR,1,Norte,2019,Total,30 a 39 anos,2851.0,Mil pessoas
População,GR,1,Norte,2019,Total,40 a 59 anos,3781.0,Mil pessoas
População,GR,1,Norte,2019,Total,60 anos ou mais,1702.0,Mil pessoas
População,GR,1,Norte,2019,Branca,0 a 3 anos,281.0,Mil pessoas
População,GR,1,Norte,2019,Branca,4 a 5 anos,128.0,Mil pessoas
População,GR,1,Norte,2019,Branca,6 a 9 anos,223.0,Mil pessoas
População,GR,1,Norte,2019,Branca,10 a 14 anos,263.0,Mil pessoas
População,GR,1,Norte,2019,Branca,15 a 17 anos,167.0,Mil pessoas
População,GR,1,Norte,2019,Branca,18 a 24 anos,409.0,Mil pessoas
População,GR,1,Norte,2019,Branca,25 a 29 anos,269.0,Mil pessoas
População,GR,1,Norte,2019,Branca,30 a 39 anos,507.0,Mil pessoas
População,GR,1,Norte,2019,Branca,40 a 59 anos,713.0,Mil pessoas
População,GR,1,Norte,2019,Branca,60 anos ou mais,350.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,0 a 3 anos,911.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,4 a 5 anos,518.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,6 a 9 anos,987.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,10 a 14 anos,1391.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,15 a 17 anos,840.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,18 a 24 anos,1946.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,25 a 29 anos,1259.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,30 a 39 anos,2300.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,40 a 59 anos,3017.0,Mil pessoas
População,GR,1,Norte,2019,Preta ou parda,60 anos ou mais,1333.0,Mil pessoas
População,GR,1,Norte,2022,Total,0 a 3 anos,1243.0,Mil pessoas
