"Tabela 7109 - População residente, por sexo e grupo de idade",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
População,BR,1,Brasil,2017,Homens,25 a 29 anos,8537.0,Mil pessoas
População,BR,1,Brasil,2017,Homens,30 a 39 anos,16488.0,Mil pessoas
População,BR,1,Brasil,2017,Homens,40 a 59 anos,23958.0,Mil pessoas
População,BR,1,Brasil,2017,Homens,60 anos ou mais,11832.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,Total,105227.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,0 a 3 anos,5734.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,4 a 5 anos,2845.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,6 a 9 anos,5708.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,10 a 14 anos,7479.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,15 a 17 anos,4965.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,18 a 24 anos,11859.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,25 a 29 anos,8588.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,30 a 39 anos,17082.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,40 a 59 anos,26014.0,Mil pessoas
População,BR,1,Brasil,2017,Mulheres,60 anos ou mais,14953.0,Mil pessoas
População,BR,1,Brasil,2018,Total,Total,207652.0,Mil pessoas
População,BR,1,Brasil,2018,Total,0 a 3 anos,11694.0,Mil pessoas
População,BR,1,Brasil,2018,Total,4 a 5 anos,5912.0,Mil pessoas
População,BR,1,Brasil,2018,Total,6 a 9 anos,11630.0,Mil pessoas
População,BR,1,Brasil,2018,Total,10 a 14 anos,15139.0,Mil pessoas
População,BR,1,Brasil,2018,Total,15 a 17 anos,9699.0,Mil pessoas
População,BR,1,Brasil,2018,Total,18 a 24 anos,23993.0,Mil pessoas
População,BR,1,Brasil,2018,Total,25 a 29 anos,17029.0,Mil pessoas
População,BR,1,Brasil,2018,Total,30 a 39 anos,33825.0,Mil pessoas
População,BR,1,Brasil,2018,Total,40 a 59 anos,50923.0,Mil pessoas
População,BR,1,Brasil,2018,Total,60 anos ou mais,27808.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,Total,101561.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,0 a 3 anos,5978.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,4 a 5 anos,3009.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,6 a 9 anos,5964.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,10 a 14 anos,7720.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,15 a 17 anos,4947.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,18 a 24 anos,12120.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,25 a 29 anos,8492.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,30 a 39 anos,16635.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,40 a 59 anos,24419.0,Mil pessoas
População,BR,1,Brasil,2018,Homens,60 anos ou mais,12277.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,Total,106090.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,0 a 3 anos,5715.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,4 a 5 anos,2903.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,6 a 9 anos,5665.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,10 a 14 anos,7419.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,15 a 17 anos,4752.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,18 a 24 anos,11874.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,25 a 29 anos,8537.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,30 a 39 anos,17190.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,40 a 59 anos,26504.0,Mil pessoas
População,BR,1,Brasil,2018,Mulheres,60 anos ou mais,15531.0,Mil pessoas
População,BR,1,Brasil,2019,Total,Total,209276.0,Mil pessoas
População,BR,1,Brasil,2019,Total,0 a 3 anos,11611.0,Mil pessoas
População,BR,1,Brasil,2019,Total,4 a 5 anos,5968.0,Mil pessoas
População,BR,1,Brasil,2019,Total,6 a 9 anos,11667.0,Mil pessoas
População,BR,1,Brasil,2019,Total,10 a 14 anos,14954.0,Mil pessoas
População,BR,1,Brasil,2019,Total,15 a 17 anos,9411.0,Mil pessoas
População,BR,1,Brasil,2019,Total,18 a 24 anos,23958.0,Mil pessoas
População,BR,1,Brasil,2019,Total,25 a 29 anos,16960.0,Mil pessoas
População,BR,1,Brasil,2019,Total,30 a 39 anos,34002.0,Mil pessoas
População,BR,1,Brasil,2019,Total,40 a 59 anos,51879.0,Mil pessoas
População,BR,1,Brasil,2019,Total,60 anos ou mais,28867.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,Total,102337.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,0 a 3 anos,5913.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,4 a 5 anos,3089.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,6 a 9 anos,5956.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,10 a 14 anos,7658.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,15 a 17 anos,4800.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,18 a 24 anos,12091.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,25 a 29 anos,8462.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,30 a 39 anos,16744.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,40 a 59 anos,24886.0,Mil pessoas
População,BR,1,Brasil,2019,Homens,60 anos ou mais,12738.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,Total,106940.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,0 a 3 anos,5698.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,4 a 5 anos,2879.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,6 a 9 anos,5711.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,10 a 14 anos,7296.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,15 a 17 anos,4611.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,18 a 24 anos,11867.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,25 a 29 anos,8497.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,30 a 39 anos,17258.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,40 a 59 anos,26993.0,Mil pessoas
População,BR,1,Brasil,2019,Mulheres,60 anos ou mais,16129.0,Mil pessoas
População,BR,1,Brasil,2022,Total,Total,213940.0,Mil pessoas
População,BR,1,Brasil,2022,Total,0 a 3 anos,11367.0,Mil pessoas
População,BR,1,Brasil,2022,Total,4 a 5 anos,6057.0,Mil pessoas
População,BR,1,Brasil,2022,Total,6 a 9 anos,11856.0,Mil pessoas
População,BR,1,Brasil,2022,Total,10 a 14 anos,14564.0,Mil pessoas
População,BR,1,Brasil,2022,Total,15 a 17 anos,9159.0,Mil pessoas
População,BR,1,Brasil,2022,Total,18 a 24 anos,22827.0,Mil pessoas
População,BR,1,Brasil,2022,Total,25 a 29 anos,17027.0,Mil pessoas
População,BR,1,Brasil,2022,Total,30 a 39 anos,34102.0,Mil pessoas
População,BR,1,Brasil,2022,Total,40 a 59 anos,54743.0,Mil pessoas
População,BR,1,Brasil,2022,Total,60 anos ou mais,32239.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,Total,104559.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,0 a 3 anos,5853.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,4 a 5 anos,3035.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,6 a 9 anos,6091.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,10 a 14 anos,7484.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,15 a 17 anos,4685.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,18 a 24 anos,11525.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,25 a 29 anos,8529.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,30 a 39 anos,16852.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,40 a 59 anos,26299.0,Mil pessoas
População,BR,1,Brasil,2022,Homens,60 anos ou mais,14207.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,Total,109381.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,0 a 3 anos,5514.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,4 a 5 anos,3022.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,6 a 9 anos,5765.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,10 a 14 anos,7080.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,15 a 17 anos,4474.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,18 a 24 anos,11302.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,25 a 29 anos,8498.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,30 a 39 anos,17250.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,40 a 59 anos,28444.0,Mil pessoas
População,BR,1,Brasil,2022,Mulheres,60 anos ou mais,18032.0,Mil pessoas
População,BR,1,Brasil,2023,Total,Total,215408.0,Mil pessoas
População,BR,1,Brasil,2023,Total,0 a 3 anos,11273.0,Mil pessoas
População,BR,1,Brasil,2023,Total,4 a 5 anos,6212.0,Mil pessoas
População,BR,1,Brasil,2023,Total,6 a 9 anos,11758.0,Mil pessoas
População,BR,1,Brasil,2023,Total,10 a 14 anos,14509.0,Mil pessoas
População,BR,1,Brasil,2023,Total,15 a 17 anos,9149.0,Mil pessoas
População,BR,1,Brasil,2023,Total,18 a 24 anos,22280.0,Mil pessoas
População,BR,1,Brasil,2023,Total,25 a 29 anos,17116.0,Mil pessoas
População,BR,1,Brasil,2023,Total,30 a 39 anos,34008.0,Mil pessoas
População,BR,1,Brasil,2023,Total,40 a 59 anos,55682.0,Mil pessoas
População,BR,1,Brasil,2023,Total,60 anos ou mais,33420.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,Total,105256.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,0 a 3 anos,5750.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,4 a 5 anos,3194.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,6 a 9 anos,6016.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,10 a 14 anos,7413.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,15 a 17 anos,4688.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,18 a 24 anos,11292.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,25 a 29 anos,8589.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,30 a 39 anos,16823.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,40 a 59 anos,26768.0,Mil pessoas
População,BR,1,Brasil,2023,Homens,60 anos ou mais,14722.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,Total,110152.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,0 a 3 anos,5523.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,4 a 5 anos,3018.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,6 a 9 anos,5742.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,10 a 14 anos,7097.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,15 a 17 anos,4461.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,18 a 24 anos,10988.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,25 a 29 anos,8527.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,30 a 39 anos,17185.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,40 a 59 anos,28915.0,Mil pessoas
População,BR,1,Brasil,2023,Mulheres,60 anos ou mais,18698.0,Mil pessoas
População,BR,1,Brasil,2024,Total,Total,216825.0,Mil pessoas
População,BR,1,Brasil,2024,Total,0 a 3 anos,11185.0,Mil pessoas
População,BR,1,Brasil,2024,Total,4 a 5 anos,6171.0,Mil pessoas
População,BR,1,Brasil,2024,Total,6 a 9 anos,11793.0,Mil pessoas
População,BR,1,Brasil,2024,Total,10 a 14 anos,14512.0,Mil pessoas
População,BR,1,Brasil,2024,Total,15 a 17 anos,9001.0,Mil pessoas
População,BR,1,Brasil,2024,Total,18 a 24 anos,21892.0,Mil pessoas
População,BR,1,Brasil,2024,Total,25 a 29 anos,17149.0,Mil pessoas
População,BR,1,Brasil,2024,Total,30 a 39 anos,33909.0,Mil pessoas
População,BR,1,Brasil,2024,Total,40 a 59 anos,56596.0,Mil pessoas
População,BR,1,Brasil,2024,Total,60 anos ou mais,34617.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,Total,105928.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,0 a 3 anos,5717.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,4 a 5 anos,3181.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,6 a 9 anos,6015.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,10 a 14 anos,7392.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,15 a 17 anos,4580.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,18 a 24 anos,11159.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,25 a 29 anos,8621.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,30 a 39 anos,16792.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,40 a 59 anos,27226.0,Mil pessoas
População,BR,1,Brasil,2024,Homens,60 anos ou mais,15245.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,Total,110897.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,0 a 3 anos,5468.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,4 a 5 anos,2989.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,6 a 9 anos,5778.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,10 a 14 anos,7120.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,15 a 17 anos,4422.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,18 a 24 anos,10733.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,25 a 29 anos,8528.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,30 a 39 anos,17117.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,40 a 59 anos,29370.0,Mil pessoas
População,BR,1,Brasil,2024,Mulheres,60 anos ou mais,19372.0,Mil pessoas
População,GR,1,Norte,2016,Total,Total,17372.0,Mil pessoas
População,GR,1,Norte,2016,Total,0 a 3 anos,1264.0,Mil pessoas
População,GR,1,Norte,2016,Total,4 a 5 anos,639.0,Mil pessoas
População,GR,1,Norte,2016,Total,6 a 9 anos,1324.0,Mil pessoas
População,GR,1,Norte,2016,Total,10 a 14 anos,1669.0,Mil pessoas
População,GR,1,Norte,2016,Total,15 a 17 anos,1045.0,Mil pessoas
População,GR,1,Norte,2016,Total,18 a 24 anos,2325.0,Mil pessoas
População,GR,1,Norte,2016,Total,25 a 29 anos,1520.0,Mil pessoas
População,GR,1,Norte,2016,Total,30 a 39 anos,2731.0,Mil pessoas
População,GR,1,Norte,2016,Total,40 a 59 anos,3436.0,Mil pessoas
População,GR,1,Norte,2016,Total,60 anos ou mais,1419.0,Mil pessoas
População,GR,1,Norte,2016,Homens,Total,8728.0,Mil pessoas
População,GR,1,Norte,2016,Homens,0 a 3 anos,659.0,Mil pessoas
População,GR,1,Norte,2016,Homens,4 a 5 anos,324.0,Mil pessoas
População,GR,1,Norte,2016,Homens,6 a 9 anos,698.0,Mil pessoas
População,GR,1,Norte,2016,Homens,10 a 14 anos,854.0,Mil pessoas
População,GR,1,Norte,2016,Homens,15 a 17 anos,526.0,Mil pessoas
População,GR,1,Norte,2016,Homens,18 a 24 anos,1169.0,Mil pessoas
População,GR,1,Norte,2016,Homens,25 a 29 anos,752.0,Mil pessoas
População,GR,1,Norte,2016,Homens,30 a 39 anos,1341.0,Mil pessoas
População,GR,1,Norte,2016,Homens,40 a 59 anos,1714.0,Mil pessoas
População,GR,1,Norte,2016,Homens,60 anos ou mais,691.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,Total,8644.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,0 a 3 anos,605.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,4 a 5 anos,316.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,6 a 9 anos,626.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,10 a 14 anos,815.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,15 a 17 anos,519.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,18 a 24 anos,1156.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,25 a 29 anos,768.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,30 a 39 anos,1389.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,40 a 59 anos,1722.0,Mil pessoas
População,GR,1,Norte,2016,Mulheres,60 anos ou mais,728.0,Mil pessoas
População,GR,1,Norte,2017,Total,Total,17610.0,Mil pessoas
População,GR,1,Norte,2017,Total,0 a 3 anos,1239.0,Mil pessoas
População,GR,1,Norte,2017,Total,4 a 5 anos,627.0,Mil pessoas
População,GR,1,Norte,2017,Total,6 a 9 anos,1293.0,Mil pessoas
População,GR,1,Norte,2017,Total,10 a 14 anos,1661.0,Mil pessoas
População,GR,1,Norte,2017,Total,15 a 17 anos,1058.0,Mil pessoas
População,GR,1,Norte,2017,Total,18 a 24 anos,2320.0,Mil pessoas
População,GR,1,Norte,2017,Total,25 a 29 anos,1488.0,Mil pessoas
População,GR,1,Norte,2017,Total,30 a 39 anos,2802.0,Mil pessoas
População,GR,1,Norte,2017,Total,40 a 59 anos,3609.0,Mil pessoas
População,GR,1,Norte,2017,Total,60 anos ou mais,1512.0,Mil pessoas
População,GR,1,Norte,2017,Homens,Total,8790.0,Mil pessoas
População,GR,1,Norte,2017,Homens,0 a 3 anos,632.0,Mil pessoas
População,GR,1,Norte,2017,Homens,4 a 5 anos,322.0,Mil pessoas
População,GR,1,Norte,2017,Homens,6 a 9 anos,665.0,Mil pessoas
População,GR,1,Norte,2017,Homens,10 a 14 anos,851.0,Mil pessoas
População,GR,1,Norte,2017,Homens,15 a 17 anos,538.0,Mil pessoas
População,GR,1,Norte,2017,Homens,18 a 24 anos,1162.0,Mil pessoas
População,GR,1,Norte,2017,Homens,25 a 29 anos,730.0,Mil pessoas
População,GR,1,Norte,2017,Homens,30 a 39 anos,1379.0,Mil pessoas
População,GR,1,Norte,2017,Homens,40 a 59 anos,1791.0,Mil pessoas
População,GR,1,Norte,2017,Homens,60 anos ou mais,718.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,Total,8820.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,0 a 3 anos,607.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,4 a 5 anos,306.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,6 a 9 anos,628.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,10 a 14 anos,809.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,15 a 17 anos,520.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,18 a 24 anos,1157.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,25 a 29 anos,758.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,30 a 39 anos,1423.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,40 a 59 anos,1817.0,Mil pessoas
População,GR,1,Norte,2017,Mulheres,60 anos ou mais,794.0,Mil pessoas
População,GR,1,Norte,2018,Total,Total,17846.0,Mil pessoas
População,GR,1,Norte,2018,Total,0 a 3 anos,1190.0,Mil pessoas
População,GR,1,Norte,2018,Total,4 a 5 anos,602.0,Mil pessoas
População,GR,1,Norte,2018,Total,6 a 9 anos,1300.0,Mil pessoas
População,GR,1,Norte,2018,Total,10 a 14 anos,1618.0,Mil pessoas
População,GR,1,Norte,2018,Total,15 a 17 anos,991.0,Mil pessoas
População,GR,1,Norte,2018,Total,18 a 24 anos,2360.0,Mil pessoas
População,GR,1,Norte,2018,Total,25 a 29 anos,1525.0,Mil pessoas
População,GR,1,Norte,2018,Total,30 a 39 anos,2846.0,Mil pessoas
População,GR,1,Norte,2018,Total,40 a 59 anos,3769.0,Mil pessoas
População,GR,1,Norte,2018,Total,60 anos ou mais,1644.0,Mil pessoas
População,GR,1,Norte,2018,Homens,Total,8967.0,Mil pessoas
População,GR,1,Norte,2018,Homens,0 a 3 anos,604.0,Mil pessoas
População,GR,1,Norte,2018,Homens,4 a 5 anos,310.0,Mil pessoas
População,GR,1,Norte,2018,Homens,6 a 9 anos,663.0,Mil pessoas
População,GR,1,Norte,2018,Homens,10 a 14 anos,828.0,Mil pessoas
População,GR,1,Norte,2018,Homens,15 a 17 anos,492.0,Mil pessoas
População,GR,1,Norte,2018,Homens,18 a 24 anos,1208.0,Mil pessoas
População,GR,1,Norte,2018,Homens,25 a 29 anos,778.0,Mil pessoas
População,GR,1,Norte,2018,Homens,30 a 39 anos,1419.0,Mil pessoas
População,GR,1,Norte,2018,Homens,40 a 59 anos,1865.0,Mil pessoas
População,GR,1,Norte,2018,Homens,60 anos ou mais,800.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,Total,8878.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,0 a 3 anos,586.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,4 a 5 anos,292.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,6 a 9 anos,637.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,10 a 14 anos,790.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,15 a 17 anos,499.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,18 a 24 anos,1152.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,25 a 29 anos,747.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,30 a 39 anos,1427.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,40 a 59 anos,1904.0,Mil pessoas
População,GR,1,Norte,2018,Mulheres,60 anos ou mais,844.0,Mil pessoas
População,GR,1,Norte,2019,Total,Total,18079.0,Mil pessoas
População,GR,1,Norte,2019,Total,0 a 3 anos,1208.0,Mil pessoas
População,GR,1,Norte,2019,Total,4 a 5 anos,653.0,Mil pessoas
População,GR,1,Norte,2019,Total,6 a 9 anos,1231.0,Mil pessoas
População,GR,1,Norte,2019,Total,10 a 14 anos,1682.0,Mil pessoas
População,GR,1,Norte,2019,Total,15 a 17 anos,1022.0,Mil pessoas
População,GR,1,Norte,2019,Total,18 a 24 anos,2393.0,Mil pessoas
População,GR,1,Norte,2019,Total,25 a 29 anos,1555.0,Mil pessoas
População,GR,1,Norte,2019,Total,30 a 39 anos,2851.0,Mil pessoas
População,GR,1,Norte,2019,Total,40 a 59 anos,3781.0,Mil pessoas
População,GR,1,Norte,2019,Total,60 anos ou mais,1702.0,Mil pessoas
