"Tabela 7133 - Pessoas de 25 anos ou mais de idade, por sexo e grupos de anos de estudo",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
GR,4,Sul,2022,Mulheres,5 a 8 anos,2215.0,Mil pessoas
GR,4,Sul,2022,Mulheres,9 a 11 anos,1366.0,Mil pessoas
GR,4,Sul,2022,Mulheres,12 anos ou mais,5665.0,Mil pessoas
GR,4,Sul,2023,Homens,Sem instrução ou menos de 5 anos,1084.0,Mil pessoas
GR,4,Sul,2023,Homens,5 a 8 anos,2194.0,Mil pessoas
GR,4,Sul,2023,Homens,9 a 11 anos,1491.0,Mil pessoas
GR,4,Sul,2023,Homens,12 anos ou mais,5246.0,Mil pessoas
GR,4,Sul,2023,Mulheres,Sem instrução ou menos de 5 anos,1250.0,Mil pessoas
GR,4,Sul,2023,Mulheres,5 a 8 anos,2180.0,Mil pessoas
GR,4,Sul,2023,Mulheres,9 a 11 anos,1372.0,Mil pessoas
GR,4,Sul,2023,Mulheres,12 anos ou mais,5787.0,Mil pessoas
GR,4,Sul,2024,Homens,Sem instrução ou menos de 5 anos,1039.0,Mil pessoas
GR,4,Sul,2024,Homens,5 a 8 anos,2129.0,Mil pessoas
GR,4,Sul,2024,Homens,9 a 11 anos,1435.0,Mil pessoas
GR,4,Sul,2024,Homens,12 anos ou mais,5576.0,Mil pessoas
GR,4,Sul,2024,Mulheres,Sem instrução ou menos de 5 anos,1214.0,Mil pessoas
GR,4,Sul,2024,Mulheres,5 a 8 anos,2094.0,Mil pessoas
GR,4,Sul,2024,Mulheres,9 a 11 anos,1313.0,Mil pessoas
GR,4,Sul,2024,Mulheres,12 anos ou mais,6097.0,Mil pessoas
GR,5,Centro-Oeste,2016,Homens,Sem instrução ou menos de 5 anos,868.0,Mil pessoas
GR,5,Centro-Oeste,2016,Homens,5 a 8 anos,992.0,Mil pessoas
GR,5,Centro-Oeste,2016,Homens,9 a 11 anos,641.0,Mil pessoas
GR,5,Centro-Oeste,2016,Homens,12 anos ou mais,2027.0,Mil pessoas
GR,5,Centro-Oeste,2016,Mulheres,Sem instrução ou menos de 5 anos,821.0,Mil pessoas
GR,5,Centro-Oeste,2016,Mulheres,5 a 8 anos,908.0,Mil pessoas
GR,5,Centro-Oeste,2016,Mulheres,9 a 11 anos,622.0,Mil pessoas
GR,5,Centro-Oeste,2016,Mulheres,12 anos ou mais,2445.0,Mil pessoas
GR,5,Centro-Oeste,2017,Homens,Sem instrução ou menos de 5 anos,778.0,Mil pessoas
GR,5,Centro-Oeste,2017,Homens,5 a 8 anos,1124.0,Mil pessoas
GR,5,Centro-Oeste,2017,Homens,9 a 11 anos,619.0,Mil pessoas
GR,5,Centro-Oeste,2017,Homens,12 anos ou mais,2112.0,Mil pessoas
GR,5,Centro-Oeste,2017,Mulheres,Sem instrução ou menos de 5 anos,746.0,Mil pessoas
GR,5,Centro-Oeste,2017,Mulheres,5 a 8 anos,1001.0,Mil pessoas
GR,5,Centro-Oeste,2017,Mulheres,9 a 11 anos,611.0,Mil pessoas
GR,5,Centro-Oeste,2017,Mulheres,12 anos ou mais,2596.0,Mil pessoas
GR,5,Centro-Oeste,2018,Homens,Sem instrução ou menos de 5 anos,751.0,Mil pessoas
GR,5,Centro-Oeste,2018,Homens,5 a 8 anos,1127.0,Mil pessoas
GR,5,Centro-Oeste,2018,Homens,9 a 11 anos,646.0,Mil pessoas
GR,5,Centro-Oeste,2018,Homens,12 anos ou mais,2206.0,Mil pessoas
GR,5,Centro-Oeste,2018,Mulheres,Sem instrução ou menos de 5 anos,713.0,Mil pessoas
GR,5,Centro-Oeste,2018,Mulheres,5 a 8 anos,1017.0,Mil pessoas
GR,5,Centro-Oeste,2018,Mulheres,9 a 11 anos,598.0,Mil pessoas
GR,5,Centro-Oeste,2018,Mulheres,12 anos ou mais,2717.0,Mil pessoas
GR,5,Centro-Oeste,2019,Homens,Sem instrução ou menos de 5 anos,741.0,Mil pessoas
GR,5,Centro-Oeste,2019,Homens,5 a 8 anos,1057.0,Mil pessoas
GR,5,Centro-Oeste,2019,Homens,9 a 11 anos,648.0,Mil pessoas
GR,5,Centro-Oeste,2019,Homens,12 anos ou mais,2332.0,Mil pessoas
GR,5,Centro-Oeste,2019,Mulheres,Sem instrução ou menos de 5 anos,690.0,Mil pessoas
GR,5,Centro-Oeste,2019,Mulheres,5 a 8 anos,1003.0,Mil pessoas
GR,5,Centro-Oeste,2019,Mulheres,9 a 11 anos,573.0,Mil pessoas
GR,5,Centro-Oeste,2019,Mulheres,12 anos ou mais,2885.0,Mil pessoas
GR,5,Centro-Oeste,2022,Homens,Sem instrução ou menos de 5 anos,693.0,Mil pessoas
GR,5,Centro-Oeste,2022,Homens,5 a 8 anos,1041.0,Mil pessoas
GR,5,Centro-Oeste,2022,Homens,9 a 11 anos,693.0,Mil pessoas
GR,5,Centro-Oeste,2022,Homens,12 anos ou mais,2662.0,Mil pessoas
GR,5,Centro-Oeste,2022,Mulheres,Sem instrução ou menos de 5 anos,660.0,Mil pessoas
GR,5,Centro-Oeste,2022,Mulheres,5 a 8 anos,911.0,Mil pessoas
GR,5,Centro-Oeste,2022,Mulheres,9 a 11 anos,623.0,Mil pessoas
GR,5,Centro-Oeste,2022,Mulheres,12 anos ou mais,3182.0,Mil pessoas
GR,5,Centro-Oeste,2023,Homens,Sem instrução ou menos de 5 anos,670.0,Mil pessoas
GR,5,Centro-Oeste,2023,Homens,5 a 8 anos,981.0,Mil pessoas
GR,5,Centro-Oeste,2023,Homens,9 a 11 anos,667.0,Mil pessoas
