"Tabela 7111 - Pessoas de 15 anos ou mais, analfabetas, por sexo e grupo de idade",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
BR,1,Brasil,2024,Mulheres,25 anos ou mais,4438.0,Mil pessoas
BR,1,Brasil,2024,Mulheres,40 anos ou mais,4212.0,Mil pessoas
BR,1,Brasil,2024,Mulheres,60 anos ou mais,2913.0,Mil pessoas
GR,1,Norte,2016,Total,15 anos ou mais,990.0,Mil pessoas
GR,1,Norte,2016,Total,18 anos ou mais,980.0,Mil pessoas
GR,1,Norte,2016,Total,25 anos ou mais,949.0,Mil pessoas
GR,1,Norte,2016,Total,40 anos ou mais,808.0,Mil pessoas
GR,1,Norte,2016,Total,60 anos ou mais,426.0,Mil pessoas
GR,1,Norte,2016,Homens,15 anos ou mais,537.0,Mil pessoas
GR,1,Norte,2016,Homens,18 anos ou mais,529.0,Mil pessoas
GR,1,Norte,2016,Homens,25 anos ou mais,510.0,Mil pessoas
GR,1,Norte,2016,Homens,40 anos ou mais,417.0,Mil pessoas
GR,1,Norte,2016,Homens,60 anos ou mais,206.0,Mil pessoas
GR,1,Norte,2016,Mulheres,15 anos ou mais,453.0,Mil pessoas
GR,1,Norte,2016,Mulheres,18 anos ou mais,451.0,Mil pessoas
GR,1,Norte,2016,Mulheres,25 anos ou mais,439.0,Mil pessoas
GR,1,Norte,2016,Mulheres,40 anos ou mais,391.0,Mil pessoas
GR,1,Norte,2016,Mulheres,60 anos ou mais,220.0,Mil pessoas
GR,1,Norte,2017,Total,15 anos ou mais,966.0,Mil pessoas
GR,1,Norte,2017,Total,18 anos ou mais,960.0,Mil pessoas
GR,1,Norte,2017,Total,25 anos ou mais,925.0,Mil pessoas
GR,1,Norte,2017,Total,40 anos ou mais,787.0,Mil pessoas
GR,1,Norte,2017,Total,60 anos ou mais,417.0,Mil pessoas
GR,1,Norte,2017,Homens,15 anos ou mais,514.0,Mil pessoas
GR,1,Norte,2017,Homens,18 anos ou mais,511.0,Mil pessoas
GR,1,Norte,2017,Homens,25 anos ou mais,489.0,Mil pessoas
GR,1,Norte,2017,Homens,40 anos ou mais,400.0,Mil pessoas
GR,1,Norte,2017,Homens,60 anos ou mais,194.0,Mil pessoas
GR,1,Norte,2017,Mulheres,15 anos ou mais,452.0,Mil pessoas
GR,1,Norte,2017,Mulheres,18 anos ou mais,448.0,Mil pessoas
GR,1,Norte,2017,Mulheres,25 anos ou mais,436.0,Mil pessoas
GR,1,Norte,2017,Mulheres,40 anos ou mais,387.0,Mil pessoas
GR,1,Norte,2017,Mulheres,60 anos ou mais,223.0,Mil pessoas
GR,1,Norte,2018,Total,15 anos ou mais,972.0,Mil pessoas
GR,1,Norte,2018,Total,18 anos ou mais,965.0,Mil pessoas
GR,1,Norte,2018,Total,25 anos ou mais,936.0,Mil pessoas
GR,1,Norte,2018,Total,40 anos ou mais,819.0,Mil pessoas
GR,1,Norte,2018,Total,60 anos ou mais,445.0,Mil pessoas
GR,1,Norte,2018,Homens,15 anos ou mais,524.0,Mil pessoas
GR,1,Norte,2018,Homens,18 anos ou mais,520.0,Mil pessoas
GR,1,Norte,2018,Homens,25 anos ou mais,501.0,Mil pessoas
GR,1,Norte,2018,Homens,40 anos ou mais,424.0,Mil pessoas
GR,1,Norte,2018,Homens,60 anos ou mais,212.0,Mil pessoas
GR,1,Norte,2018,Mulheres,15 anos ou mais,448.0,Mil pessoas
GR,1,Norte,2018,Mulheres,18 anos ou mais,444.0,Mil pessoas
GR,1,Norte,2018,Mulheres,25 anos ou mais,435.0,Mil pessoas
GR,1,Norte,2018,Mulheres,40 anos ou mais,395.0,Mil pessoas
GR,1,Norte,2018,Mulheres,60 anos ou mais,233.0,Mil pessoas
GR,1,Norte,2019,Total,15 anos ou mais,937.0,Mil pessoas
GR,1,Norte,2019,Total,18 anos ou mais,930.0,Mil pessoas
GR,1,Norte,2019,Total,25 anos ou mais,902.0,Mil pessoas
GR,1,Norte,2019,Total,40 anos ou mais,767.0,Mil pessoas
GR,1,Norte,2019,Total,60 anos ou mais,435.0,Mil pessoas
GR,1,Norte,2019,Homens,15 anos ou mais,503.0,Mil pessoas
GR,1,Norte,2019,Homens,18 anos ou mais,499.0,Mil pessoas
GR,1,Norte,2019,Homens,25 anos ou mais,482.0,Mil pessoas
GR,1,Norte,2019,Homens,40 anos ou mais,396.0,Mil pessoas
GR,1,Norte,2019,Homens,60 anos ou mais,211.0,Mil pessoas
GR,1,Norte,2019,Mulheres,15 anos ou mais,434.0,Mil pessoas
GR,1,Norte,2019,Mulheres,18 anos ou mais,431.0,Mil pessoas
GR,1,Norte,2019,Mulheres,25 anos ou mais,420.0,Mil pessoas
GR,1,Norte,2019,Mulheres,40 anos ou mais,371.0,Mil pessoas
GR,1,Norte,2019,Mulheres,60 anos ou mais,224.0,Mil pessoas
GR,1,Norte,2022,Total,15 anos ou mais,905.0,Mil pessoas
GR,1,Norte,2022,Total,18 anos ou mais,900.0,Mil pessoas
GR,1,Norte,2022,Total,25 anos ou mais,878.0,Mil pessoas
GR,1,Norte,2022,Total,40 anos ou mais,773.0,Mil pessoas
GR,1,Norte,2022,Total,60 anos ou mais,461.0,Mil pessoas
GR,1,Norte,2022,Homens,15 anos ou mais,489.0,Mil pessoas
GR,1,Norte,2022,Homens,18 anos ou mais,485.0,Mil pessoas
GR,1,Norte,2022,Homens,25 anos ou mais,471.0,Mil pessoas
GR,1,Norte,2022,Homens,40 anos ou mais,408.0,Mil pessoas
GR,1,Norte,2022,Homens,60 anos ou mais,228.0,Mil pessoas
GR,1,Norte,2022,Mulheres,15 anos ou mais,416.0,Mil pessoas
GR,1,Norte,2022,Mulheres,18 anos ou mais,415.0,Mil pessoas
GR,1,Norte,2022,Mulheres,25 anos ou mais,407.0,Mil pessoas
GR,1,Norte,2022,Mulheres,40 anos ou mais,365.0,Mil pessoas
GR,1,Norte,2022,Mulheres,60 anos ou mais,232.0,Mil pessoas
GR,1,Norte,2023,Total,15 anos ou mais,911.0,Mil pessoas
GR,1,Norte,2023,Total,18 anos ou mais,906.0,Mil pessoas
GR,1,Norte,2023,Total,25 anos ou mais,887.0,Mil pessoas
GR,1,Norte,2023,Total,40 anos ou mais,794.0,Mil pessoas
GR,1,Norte,2023,Total,60 anos ou mais,446.0,Mil pessoas
GR,1,Norte,2023,Homens,15 anos ou mais,483.0,Mil pessoas
GR,1,Norte,2023,Homens,18 anos ou mais,480.0,Mil pessoas
GR,1,Norte,2023,Homens,25 anos ou mais,467.0,Mil pessoas
GR,1,Norte,2023,Homens,40 anos ou mais,409.0,Mil pessoas
GR,1,Norte,2023,Homens,60 anos ou mais,213.0,Mil pessoas
GR,1,Norte,2023,Mulheres,15 anos ou mais,428.0,Mil pessoas
GR,1,Norte,2023,Mulheres,18 anos ou mais,425.0,Mil pessoas
GR,1,Norte,2023,Mulheres,25 anos ou mais,420.0,Mil pessoas
GR,1,Norte,2023,Mulheres,40 anos ou mais,385.0,Mil pessoas
GR,1,Norte,2023,Mulheres,60 anos ou mais,234.0,Mil pessoas
GR,1,Norte,2024,Total,15 anos ou mais,876.0,Mil pessoas
GR,1,Norte,2024,Total,18 anos ou mais,870.0,Mil pessoas
GR,1,Norte,2024,Total,25 anos ou mais,855.0,Mil pessoas
GR,1,Norte,2024,Total,40 anos ou mais,774.0,Mil pessoas
GR,1,Norte,2024,Total,60 anos ou mais,458.0,Mil pessoas
GR,1,Norte,2024,Homens,15 anos ou mais,474.0,Mil pessoas
GR,1,Norte,2024,Homens,18 anos ou mais,471.0,Mil pessoas
GR,1,Norte,2024,Homens,25 anos ou mais,460.0,Mil pessoas
GR,1,Norte,2024,Homens,40 anos ou mais,407.0,Mil pessoas
GR,1,Norte,2024,Homens,60 anos ou mais,224.0,Mil pessoas
GR,1,Norte,2024,Mulheres,15 anos ou mais,402.0,Mil pessoas
GR,1,Norte,2024,Mulheres,18 anos ou mais,399.0,Mil pessoas
GR,1,Norte,2024,Mulheres,25 anos ou mais,394.0,Mil pessoas
GR,1,Norte,2024,Mulheres,40 anos ou mais,367.0,Mil pessoas
GR,1,Norte,2024,Mulheres,60 anos ou mais,235.0,Mil pessoas
GR,2,Nordeste,2016,Total,15 anos ou mais,5891.0,Mil pessoas
GR,2,Nordeste,2016,Total,18 anos ou mais,5850.0,Mil pessoas
GR,2,Nordeste,2016,Total,25 anos ou mais,5729.0,Mil pessoas
GR,2,Nordeste,2016,Total,40 anos ou mais,4851.0,Mil pessoas
GR,2,Nordeste,2016,Total,60 anos ou mais,2630.0,Mil pessoas
GR,2,Nordeste,2016,Homens,15 anos ou mais,3115.0,Mil pessoas
GR,2,Nordeste,2016,Homens,18 anos ou mais,3083.0,Mil pessoas
GR,2,Nordeste,2016,Homens,25 anos ou mais,3000.0,Mil pessoas
GR,2,Nordeste,2016,Homens,40 anos ou mais,2421.0,Mil pessoas
GR,2,Nordeste,2016,Homens,60 anos ou mais,1185.0,Mil pessoas
GR,2,Nordeste,2016,Mulheres,15 anos ou mais,2776.0,Mil pessoas
GR,2,Nordeste,2016,Mulheres,18 anos ou mais,2767.0,Mil pessoas
GR,2,Nordeste,2016,Mulheres,25 anos ou mais,2729.0,Mil pessoas
GR,2,Nordeste,2016,Mulheres,40 anos ou mais,2429.0,Mil pessoas
GR,2,Nordeste,2016,Mulheres,60 anos ou mais,1444.0,Mil pessoas
GR,2,Nordeste,2017,Total,15 anos ou mais,5886.0,Mil pessoas
GR,2,Nordeste,2017,Total,18 anos ou mais,5854.0,Mil pessoas
GR,2,Nordeste,2017,Total,25 anos ou mais,5731.0,Mil pessoas
GR,2,Nordeste,2017,Total,40 anos ou mais,4931.0,Mil pessoas
GR,2,Nordeste,2017,Total,60 anos ou mais,2637.0,Mil pessoas
GR,2,Nordeste,2017,Homens,15 anos ou mais,3103.0,Mil pessoas
GR,2,Nordeste,2017,Homens,18 anos ou mais,3077.0,Mil pessoas
GR,2,Nordeste,2017,Homens,25 anos ou mais,2990.0,Mil pessoas
GR,2,Nordeste,2017,Homens,40 anos ou mais,2474.0,Mil pessoas
GR,2,Nordeste,2017,Homens,60 anos ou mais,1201.0,Mil pessoas
GR,2,Nordeste,2017,Mulheres,15 anos ou mais,2783.0,Mil pessoas
GR,2,Nordeste,2017,Mulheres,18 anos ou mais,2776.0,Mil pessoas
GR,2,Nordeste,2017,Mulheres,25 anos ou mais,2742.0,Mil pessoas
GR,2,Nordeste,2017,Mulheres,40 anos ou mais,2457.0,Mil pessoas
GR,2,Nordeste,2017,Mulheres,60 anos ou mais,1436.0,Mil pessoas
GR,2,Nordeste,2018,Total,15 anos ou mais,5645.0,Mil pessoas
GR,2,Nordeste,2018,Total,18 anos ou mais,5616.0,Mil pessoas
GR,2,Nordeste,2018,Total,25 anos ou mais,5510.0,Mil pessoas
GR,2,Nordeste,2018,Total,40 anos ou mais,4778.0,Mil pessoas
GR,2,Nordeste,2018,Total,60 anos ou mais,2602.0,Mil pessoas
GR,2,Nordeste,2018,Homens,15 anos ou mais,2988.0,Mil pessoas
GR,2,Nordeste,2018,Homens,18 anos ou mais,2963.0,Mil pessoas
GR,2,Nordeste,2018,Homens,25 anos ou mais,2894.0,Mil pessoas
GR,2,Nordeste,2018,Homens,40 anos ou mais,2418.0,Mil pessoas
GR,2,Nordeste,2018,Homens,60 anos ou mais,1178.0,Mil pessoas
GR,2,Nordeste,2018,Mulheres,15 anos ou mais,2657.0,Mil pessoas
GR,2,Nordeste,2018,Mulheres,18 anos ou mais,2653.0,Mil pessoas
GR,2,Nordeste,2018,Mulheres,25 anos ou mais,2616.0,Mil pessoas
GR,2,Nordeste,2018,Mulheres,40 anos ou mais,2360.0,Mil pessoas
GR,2,Nordeste,2018,Mulheres,60 anos ou mais,1424.0,Mil pessoas
GR,2,Nordeste,2019,Total,15 anos ou mais,5678.0,Mil pessoas
GR,2,Nordeste,2019,Total,18 anos ou mais,5652.0,Mil pessoas
GR,2,Nordeste,2019,Total,25 anos ou mais,5541.0,Mil pessoas
GR,2,Nordeste,2019,Total,40 anos ou mais,4892.0,Mil pessoas
GR,2,Nordeste,2019,Total,60 anos ou mais,2735.0,Mil pessoas
GR,2,Nordeste,2019,Homens,15 anos ou mais,3018.0,Mil pessoas
GR,2,Nordeste,2019,Homens,18 anos ou mais,2996.0,Mil pessoas
GR,2,Nordeste,2019,Homens,25 anos ou mais,2913.0,Mil pessoas
GR,2,Nordeste,2019,Homens,40 anos ou mais,2487.0,Mil pessoas
GR,2,Nordeste,2019,Homens,60 anos ou mais,1276.0,Mil pessoas
GR,2,Nordeste,2019,Mulheres,15 anos ou mais,2660.0,Mil pessoas
GR,2,Nordeste,2019,Mulheres,18 anos ou mais,2656.0,Mil pessoas
GR,2,Nordeste,2019,Mulheres,25 anos ou mais,2629.0,Mil pessoas
GR,2,Nordeste,2019,Mulheres,40 anos ou mais,2405.0,Mil pessoas
GR,2,Nordeste,2019,Mulheres,60 anos ou mais,1459.0,Mil pessoas
GR,2,Nordeste,2022,Total,15 anos ou mais,5284.0,Mil pessoas
GR,2,Nordeste,2022,Total,18 anos ou mais,5260.0,Mil pessoas
GR,2,Nordeste,2022,Total,25 anos ou mais,5172.0,Mil pessoas
GR,2,Nordeste,2022,Total,40 anos ou mais,4677.0,Mil pessoas
GR,2,Nordeste,2022,Total,60 anos ou mais,2613.0,Mil pessoas
GR,2,Nordeste,2022,Homens,15 anos ou mais,2822.0,Mil pessoas
GR,2,Nordeste,2022,Homens,18 anos ou mais,2806.0,Mil pessoas
GR,2,Nordeste,2022,Homens,25 anos ou mais,2749.0,Mil pessoas
GR,2,Nordeste,2022,Homens,40 anos ou mais,2409.0,Mil pessoas
GR,2,Nordeste,2022,Homens,60 anos ou mais,1196.0,Mil pessoas
GR,2,Nordeste,2022,Mulheres,15 anos ou mais,2462.0,Mil pessoas
GR,2,Nordeste,2022,Mulheres,18 anos ou mais,2454.0,Mil pessoas
GR,2,Nordeste,2022,Mulheres,25 anos ou mais,2423.0,Mil pessoas
GR,2,Nordeste,2022,Mulheres,40 anos ou mais,2267.0,Mil pessoas
GR,2,Nordeste,2022,Mulheres,60 anos ou mais,1417.0,Mil pessoas
GR,2,Nordeste,2023,Total,15 anos ou mais,5104.0,Mil pessoas
GR,2,Nordeste,2023,Total,18 anos ou mais,5088.0,Mil pessoas
GR,2,Nordeste,2023,Total,25 anos ou mais,5015.0,Mil pessoas
GR,2,Nordeste,2023,Total,40 anos ou mais,4604.0,Mil pessoas
GR,2,Nordeste,2023,Total,60 anos ou mais,2628.0,Mil pessoas
GR,2,Nordeste,2023,Homens,15 anos ou mais,2768.0,Mil pessoas
GR,2,Nordeste,2023,Homens,18 anos ou mais,2759.0,Mil pessoas
GR,2,Nordeste,2023,Homens,25 anos ou mais,2708.0,Mil pessoas
GR,2,Nordeste,2023,Homens,40 anos ou mais,2416.0,Mil pessoas
GR,2,Nordeste,2023,Homens,60 anos ou mais,1249.0,Mil pessoas
GR,2,Nordeste,2023,Mulheres,15 anos ou mais,2336.0,Mil pessoas
GR,2,Nordeste,2023,Mulheres,18 anos ou mais,2330.0,Mil pessoas
GR,2,Nordeste,2023,Mulheres,25 anos ou mais,2307.0,Mil pessoas
GR,2,Nordeste,2023,Mulheres,40 anos ou mais,2188.0,Mil pessoas
GR,2,Nordeste,2023,Mulheres,60 anos ou mais,1380.0,Mil pessoas
GR,2,Nordeste,2024,Total,15 anos ou mais,5078.0,Mil pessoas
GR,2,Nordeste,2024,Total,18 anos ou mais,5065.0,Mil pessoas
GR,2,Nordeste,2024,Total,25 anos ou mais,5003.0,Mil pessoas
GR,2,Nordeste,2024,Total,40 anos ou mais,4609.0,Mil pessoas
GR,2,Nordeste,2024,Total,60 anos ou mais,2668.0,Mil pessoas
GR,2,Nordeste,2024,Homens,15 anos ou mais,2734.0,Mil pessoas
GR,2,Nordeste,2024,Homens,18 anos ou mais,2725.0,Mil pessoas
GR,2,Nordeste,2024,Homens,25 anos ou mais,2680.0,Mil pessoas
GR,2,Nordeste,2024,Homens,40 anos ou mais,2404.0,Mil pessoas
GR,2,Nordeste,2024,Homens,60 anos ou mais,1248.0,Mil pessoas
GR,2,Nordeste,2024,Mulheres,15 anos ou mais,2344.0,Mil pessoas
GR,2,Nordeste,2024,Mulheres,18 anos ou mais,2340.0,Mil pessoas
GR,2,Nordeste,2024,Mulheres,25 anos ou mais,2323.0,Mil pessoas
GR,2,Nordeste,2024,Mulheres,40 anos ou mais,2206.0,Mil pessoas
GR,2,Nordeste,2024,Mulheres,60 anos ou mais,1421.0,Mil pessoas
GR,3,Sudeste,2016,Total,15 anos ou mais,2410.0,Mil pessoas
GR,3,Sudeste,2016,Total,18 anos ou mais,2401.0,Mil pessoas
GR,3,Sudeste,2016,Total,25 anos ou mais,2348.0,Mil pessoas
GR,3,Sudeste,2016,Total,40 anos ou mais,2143.0,Mil pessoas
GR,3,Sudeste,2016,Total,60 anos ou mais,1425.0,Mil pessoas
GR,3,Sudeste,2016,Homens,15 anos ou mais,1039.0,Mil pessoas
GR,3,Sudeste,2016,Homens,18 anos ou mais,1033.0,Mil pessoas
GR,3,Sudeste,2016,Homens,25 anos ou mais,997.0,Mil pessoas
GR,3,Sudeste,2016,Homens,40 anos ou mais,863.0,Mil pessoas
GR,3,Sudeste,2016,Homens,60 anos ou mais,511.0,Mil pessoas
GR,3,Sudeste,2016,Mulheres,15 anos ou mais,1371.0,Mil pessoas
GR,3,Sudeste,2016,Mulheres,18 anos ou mais,1368.0,Mil pessoas
GR,3,Sudeste,2016,Mulheres,25 anos ou mais,1352.0,Mil pessoas
GR,3,Sudeste,2016,Mulheres,40 anos ou mais,1280.0,Mil pessoas
GR,3,Sudeste,2016,Mulheres,60 anos ou mais,915.0,Mil pessoas
GR,3,Sudeste,2017,Total,15 anos ou mais,2296.0,Mil pessoas
GR,3,Sudeste,2017,Total,18 anos ou mais,2283.0,Mil pessoas
GR,3,Sudeste,2017,Total,25 anos ou mais,2235.0,Mil pessoas
GR,3,Sudeste,2017,Total,40 anos ou mais,2039.0,Mil pessoas
GR,3,Sudeste,2017,Total,60 anos ou mais,1333.0,Mil pessoas
GR,3,Sudeste,2017,Homens,15 anos ou mais,996.0,Mil pessoas
GR,3,Sudeste,2017,Homens,18 anos ou mais,988.0,Mil pessoas
GR,3,Sudeste,2017,Homens,25 anos ou mais,954.0,Mil pessoas
GR,3,Sudeste,2017,Homens,40 anos ou mais,826.0,Mil pessoas
GR,3,Sudeste,2017,Homens,60 anos ou mais,461.0,Mil pessoas
GR,3,Sudeste,2017,Mulheres,15 anos ou mais,1300.0,Mil pessoas
GR,3,Sudeste,2017,Mulheres,18 anos ou mais,1295.0,Mil pessoas
GR,3,Sudeste,2017,Mulheres,25 anos ou mais,1280.0,Mil pessoas
GR,3,Sudeste,2017,Mulheres,40 anos ou mais,1213.0,Mil pessoas
GR,3,Sudeste,2017,Mulheres,60 anos ou mais,873.0,Mil pessoas
GR,3,Sudeste,2018,Total,15 anos ou mais,2256.0,Mil pessoas
GR,3,Sudeste,2018,Total,18 anos ou mais,2246.0,Mil pessoas
GR,3,Sudeste,2018,Total,25 anos ou mais,2194.0,Mil pessoas
GR,3,Sudeste,2018,Total,40 anos ou mais,2021.0,Mil pessoas
GR,3,Sudeste,2018,Total,60 anos ou mais,1348.0,Mil pessoas
