"Tabela 7134 - Pessoas de 25 anos ou mais de idade, por cor ou raça e grupos de anos de estudo",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
BR,1,Brasil,2024,Branca,9 a 11 anos,6393.0,Mil pessoas
BR,1,Brasil,2024,Branca,12 anos ou mais,39380.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Sem instrução ou menos de 5 anos,13520.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,5 a 8 anos,15169.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,9 a 11 anos,10317.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,12 anos ou mais,39803.0,Mil pessoas
GR,1,Norte,2016,Branca,Sem instrução ou menos de 5 anos,307.0,Mil pessoas
GR,1,Norte,2016,Branca,5 a 8 anos,335.0,Mil pessoas
GR,1,Norte,2016,Branca,9 a 11 anos,198.0,Mil pessoas
GR,1,Norte,2016,Branca,12 anos ou mais,856.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Sem instrução ou menos de 5 anos,1867.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,5 a 8 anos,1598.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,9 a 11 anos,943.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,12 anos ou mais,2894.0,Mil pessoas
GR,1,Norte,2017,Branca,Sem instrução ou menos de 5 anos,309.0,Mil pessoas
GR,1,Norte,2017,Branca,5 a 8 anos,342.0,Mil pessoas
GR,1,Norte,2017,Branca,9 a 11 anos,208.0,Mil pessoas
GR,1,Norte,2017,Branca,12 anos ou mais,930.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Sem instrução ou menos de 5 anos,1715.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,5 a 8 anos,1738.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,9 a 11 anos,968.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,12 anos ou mais,3101.0,Mil pessoas
GR,1,Norte,2018,Branca,Sem instrução ou menos de 5 anos,299.0,Mil pessoas
GR,1,Norte,2018,Branca,5 a 8 anos,331.0,Mil pessoas
GR,1,Norte,2018,Branca,9 a 11 anos,201.0,Mil pessoas
GR,1,Norte,2018,Branca,12 anos ou mais,967.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Sem instrução ou menos de 5 anos,1681.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,5 a 8 anos,1815.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,9 a 11 anos,972.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,12 anos ou mais,3341.0,Mil pessoas
GR,1,Norte,2019,Branca,Sem instrução ou menos de 5 anos,272.0,Mil pessoas
GR,1,Norte,2019,Branca,5 a 8 anos,328.0,Mil pessoas
GR,1,Norte,2019,Branca,9 a 11 anos,183.0,Mil pessoas
GR,1,Norte,2019,Branca,12 anos ou mais,1056.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Sem instrução ou menos de 5 anos,1659.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,5 a 8 anos,1762.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,9 a 11 anos,991.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,12 anos ou mais,3498.0,Mil pessoas
GR,1,Norte,2022,Branca,Sem instrução ou menos de 5 anos,304.0,Mil pessoas
GR,1,Norte,2022,Branca,5 a 8 anos,354.0,Mil pessoas
GR,1,Norte,2022,Branca,9 a 11 anos,213.0,Mil pessoas
GR,1,Norte,2022,Branca,12 anos ou mais,1219.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Sem instrução ou menos de 5 anos,1602.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,5 a 8 anos,1724.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,9 a 11 anos,1038.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,12 anos ou mais,4047.0,Mil pessoas
GR,1,Norte,2023,Branca,Sem instrução ou menos de 5 anos,300.0,Mil pessoas
GR,1,Norte,2023,Branca,5 a 8 anos,333.0,Mil pessoas
GR,1,Norte,2023,Branca,9 a 11 anos,218.0,Mil pessoas
GR,1,Norte,2023,Branca,12 anos ou mais,1233.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Sem instrução ou menos de 5 anos,1630.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,5 a 8 anos,1665.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,9 a 11 anos,1055.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,12 anos ou mais,4297.0,Mil pessoas
GR,1,Norte,2024,Branca,Sem instrução ou menos de 5 anos,304.0,Mil pessoas
GR,1,Norte,2024,Branca,5 a 8 anos,310.0,Mil pessoas
GR,1,Norte,2024,Branca,9 a 11 anos,224.0,Mil pessoas
GR,1,Norte,2024,Branca,12 anos ou mais,1356.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Sem instrução ou menos de 5 anos,1582.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,5 a 8 anos,1594.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,9 a 11 anos,1071.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,12 anos ou mais,4567.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Sem instrução ou menos de 5 anos,2003.0,Mil pessoas
GR,2,Nordeste,2016,Branca,5 a 8 anos,1496.0,Mil pessoas
GR,2,Nordeste,2016,Branca,9 a 11 anos,822.0,Mil pessoas
GR,2,Nordeste,2016,Branca,12 anos ou mais,3679.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Sem instrução ou menos de 5 anos,7816.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,5 a 8 anos,5328.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,9 a 11 anos,2818.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,12 anos ou mais,8445.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Sem instrução ou menos de 5 anos,1850.0,Mil pessoas
GR,2,Nordeste,2017,Branca,5 a 8 anos,1537.0,Mil pessoas
GR,2,Nordeste,2017,Branca,9 a 11 anos,780.0,Mil pessoas
GR,2,Nordeste,2017,Branca,12 anos ou mais,3818.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Sem instrução ou menos de 5 anos,7601.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,5 a 8 anos,5666.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,9 a 11 anos,2912.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,12 anos ou mais,8862.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Sem instrução ou menos de 5 anos,1775.0,Mil pessoas
GR,2,Nordeste,2018,Branca,5 a 8 anos,1504.0,Mil pessoas
GR,2,Nordeste,2018,Branca,9 a 11 anos,787.0,Mil pessoas
GR,2,Nordeste,2018,Branca,12 anos ou mais,4066.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Sem instrução ou menos de 5 anos,7340.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,5 a 8 anos,5704.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,9 a 11 anos,2915.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,12 anos ou mais,9382.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Sem instrução ou menos de 5 anos,1784.0,Mil pessoas
GR,2,Nordeste,2019,Branca,5 a 8 anos,1519.0,Mil pessoas
GR,2,Nordeste,2019,Branca,9 a 11 anos,798.0,Mil pessoas
GR,2,Nordeste,2019,Branca,12 anos ou mais,4148.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Sem instrução ou menos de 5 anos,7291.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,5 a 8 anos,5582.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,9 a 11 anos,2943.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,12 anos ou mais,9841.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Sem instrução ou menos de 5 anos,1885.0,Mil pessoas
GR,2,Nordeste,2022,Branca,5 a 8 anos,1560.0,Mil pessoas
GR,2,Nordeste,2022,Branca,9 a 11 anos,922.0,Mil pessoas
GR,2,Nordeste,2022,Branca,12 anos ou mais,4608.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Sem instrução ou menos de 5 anos,6722.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,5 a 8 anos,5450.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,9 a 11 anos,3198.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,12 anos ou mais,11179.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Sem instrução ou menos de 5 anos,1847.0,Mil pessoas
GR,2,Nordeste,2023,Branca,5 a 8 anos,1516.0,Mil pessoas
GR,2,Nordeste,2023,Branca,9 a 11 anos,863.0,Mil pessoas
GR,2,Nordeste,2023,Branca,12 anos ou mais,4932.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Sem instrução ou menos de 5 anos,6631.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,5 a 8 anos,5400.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,9 a 11 anos,3165.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,12 anos ou mais,11708.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Sem instrução ou menos de 5 anos,1753.0,Mil pessoas
GR,2,Nordeste,2024,Branca,5 a 8 anos,1474.0,Mil pessoas
GR,2,Nordeste,2024,Branca,9 a 11 anos,862.0,Mil pessoas
GR,2,Nordeste,2024,Branca,12 anos ou mais,5056.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Sem instrução ou menos de 5 anos,6617.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,5 a 8 anos,5228.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,9 a 11 anos,3270.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,12 anos ou mais,12317.0,Mil pessoas
GR,3,Sudeste,2016,Branca,Sem instrução ou menos de 5 anos,2994.0,Mil pessoas
GR,3,Sudeste,2016,Branca,5 a 8 anos,5495.0,Mil pessoas
GR,3,Sudeste,2016,Branca,9 a 11 anos,3573.0,Mil pessoas
GR,3,Sudeste,2016,Branca,12 anos ou mais,18435.0,Mil pessoas
GR,3,Sudeste,2016,Preta ou parda,Sem instrução ou menos de 5 anos,4129.0,Mil pessoas
GR,3,Sudeste,2016,Preta ou parda,5 a 8 anos,6157.0,Mil pessoas
GR,3,Sudeste,2016,Preta ou parda,9 a 11 anos,3905.0,Mil pessoas
GR,3,Sudeste,2016,Preta ou parda,12 anos ou mais,10291.0,Mil pessoas
GR,3,Sudeste,2017,Branca,Sem instrução ou menos de 5 anos,2706.0,Mil pessoas
GR,3,Sudeste,2017,Branca,5 a 8 anos,5438.0,Mil pessoas
GR,3,Sudeste,2017,Branca,9 a 11 anos,3465.0,Mil pessoas
GR,3,Sudeste,2017,Branca,12 anos ou mais,18158.0,Mil pessoas
GR,3,Sudeste,2017,Preta ou parda,Sem instrução ou menos de 5 anos,3767.0,Mil pessoas
GR,3,Sudeste,2017,Preta ou parda,5 a 8 anos,6503.0,Mil pessoas
GR,3,Sudeste,2017,Preta ou parda,9 a 11 anos,4064.0,Mil pessoas
GR,3,Sudeste,2017,Preta ou parda,12 anos ou mais,11530.0,Mil pessoas
GR,3,Sudeste,2018,Branca,Sem instrução ou menos de 5 anos,2504.0,Mil pessoas
GR,3,Sudeste,2018,Branca,5 a 8 anos,5227.0,Mil pessoas
GR,3,Sudeste,2018,Branca,9 a 11 anos,3232.0,Mil pessoas
GR,3,Sudeste,2018,Branca,12 anos ou mais,18461.0,Mil pessoas
GR,3,Sudeste,2018,Preta ou parda,Sem instrução ou menos de 5 anos,3743.0,Mil pessoas
GR,3,Sudeste,2018,Preta ou parda,5 a 8 anos,6657.0,Mil pessoas
GR,3,Sudeste,2018,Preta ou parda,9 a 11 anos,4036.0,Mil pessoas
GR,3,Sudeste,2018,Preta ou parda,12 anos ou mais,12321.0,Mil pessoas
GR,3,Sudeste,2019,Branca,Sem instrução ou menos de 5 anos,2381.0,Mil pessoas
GR,3,Sudeste,2019,Branca,5 a 8 anos,5248.0,Mil pessoas
GR,3,Sudeste,2019,Branca,9 a 11 anos,3265.0,Mil pessoas
GR,3,Sudeste,2019,Branca,12 anos ou mais,18785.0,Mil pessoas
GR,3,Sudeste,2019,Preta ou parda,Sem instrução ou menos de 5 anos,3692.0,Mil pessoas
GR,3,Sudeste,2019,Preta ou parda,5 a 8 anos,6609.0,Mil pessoas
GR,3,Sudeste,2019,Preta ou parda,9 a 11 anos,4198.0,Mil pessoas
GR,3,Sudeste,2019,Preta ou parda,12 anos ou mais,13136.0,Mil pessoas
GR,3,Sudeste,2022,Branca,Sem instrução ou menos de 5 anos,2465.0,Mil pessoas
GR,3,Sudeste,2022,Branca,5 a 8 anos,4831.0,Mil pessoas
GR,3,Sudeste,2022,Branca,9 a 11 anos,3348.0,Mil pessoas
GR,3,Sudeste,2022,Branca,12 anos ou mais,20668.0,Mil pessoas
GR,3,Sudeste,2022,Preta ou parda,Sem instrução ou menos de 5 anos,3584.0,Mil pessoas
GR,3,Sudeste,2022,Preta ou parda,5 a 8 anos,6011.0,Mil pessoas
GR,3,Sudeste,2022,Preta ou parda,9 a 11 anos,4097.0,Mil pessoas
GR,3,Sudeste,2022,Preta ou parda,12 anos ou mais,14873.0,Mil pessoas
GR,3,Sudeste,2023,Branca,Sem instrução ou menos de 5 anos,2454.0,Mil pessoas
GR,3,Sudeste,2023,Branca,5 a 8 anos,4741.0,Mil pessoas
GR,3,Sudeste,2023,Branca,9 a 11 anos,3255.0,Mil pessoas
GR,3,Sudeste,2023,Branca,12 anos ou mais,20992.0,Mil pessoas
GR,3,Sudeste,2023,Preta ou parda,Sem instrução ou menos de 5 anos,3775.0,Mil pessoas
GR,3,Sudeste,2023,Preta ou parda,5 a 8 anos,5831.0,Mil pessoas
GR,3,Sudeste,2023,Preta ou parda,9 a 11 anos,4093.0,Mil pessoas
GR,3,Sudeste,2023,Preta ou parda,12 anos ou mais,15455.0,Mil pessoas
GR,3,Sudeste,2024,Branca,Sem instrução ou menos de 5 anos,2476.0,Mil pessoas
GR,3,Sudeste,2024,Branca,5 a 8 anos,4421.0,Mil pessoas
GR,3,Sudeste,2024,Branca,9 a 11 anos,3071.0,Mil pessoas
GR,3,Sudeste,2024,Branca,12 anos ou mais,21273.0,Mil pessoas
GR,3,Sudeste,2024,Preta ou parda,Sem instrução ou menos de 5 anos,3662.0,Mil pessoas
GR,3,Sudeste,2024,Preta ou parda,5 a 8 anos,5819.0,Mil pessoas
GR,3,Sudeste,2024,Preta ou parda,9 a 11 anos,4182.0,Mil pessoas
GR,3,Sudeste,2024,Preta ou parda,12 anos ou mais,16505.0,Mil pessoas
GR,4,Sul,2016,Branca,Sem instrução ou menos de 5 anos,1814.0,Mil pessoas
GR,4,Sul,2016,Branca,5 a 8 anos,3570.0,Mil pessoas
GR,4,Sul,2016,Branca,9 a 11 anos,2080.0,Mil pessoas
GR,4,Sul,2016,Branca,12 anos ou mais,7275.0,Mil pessoas
GR,4,Sul,2016,Preta ou parda,Sem instrução ou menos de 5 anos,823.0,Mil pessoas
GR,4,Sul,2016,Preta ou parda,5 a 8 anos,1030.0,Mil pessoas
GR,4,Sul,2016,Preta ou parda,9 a 11 anos,634.0,Mil pessoas
GR,4,Sul,2016,Preta ou parda,12 anos ou mais,1262.0,Mil pessoas
GR,4,Sul,2017,Branca,Sem instrução ou menos de 5 anos,1631.0,Mil pessoas
GR,4,Sul,2017,Branca,5 a 8 anos,3695.0,Mil pessoas
GR,4,Sul,2017,Branca,9 a 11 anos,2050.0,Mil pessoas
GR,4,Sul,2017,Branca,12 anos ou mais,7415.0,Mil pessoas
GR,4,Sul,2017,Preta ou parda,Sem instrução ou menos de 5 anos,827.0,Mil pessoas
GR,4,Sul,2017,Preta ou parda,5 a 8 anos,1136.0,Mil pessoas
GR,4,Sul,2017,Preta ou parda,9 a 11 anos,714.0,Mil pessoas
GR,4,Sul,2017,Preta ou parda,12 anos ou mais,1373.0,Mil pessoas
GR,4,Sul,2018,Branca,Sem instrução ou menos de 5 anos,1541.0,Mil pessoas
GR,4,Sul,2018,Branca,5 a 8 anos,3655.0,Mil pessoas
GR,4,Sul,2018,Branca,9 a 11 anos,2024.0,Mil pessoas
GR,4,Sul,2018,Branca,12 anos ou mais,7504.0,Mil pessoas
GR,4,Sul,2018,Preta ou parda,Sem instrução ou menos de 5 anos,815.0,Mil pessoas
GR,4,Sul,2018,Preta ou parda,5 a 8 anos,1253.0,Mil pessoas
GR,4,Sul,2018,Preta ou parda,9 a 11 anos,759.0,Mil pessoas
GR,4,Sul,2018,Preta ou parda,12 anos ou mais,1591.0,Mil pessoas
GR,4,Sul,2019,Branca,Sem instrução ou menos de 5 anos,1415.0,Mil pessoas
GR,4,Sul,2019,Branca,5 a 8 anos,3400.0,Mil pessoas
GR,4,Sul,2019,Branca,9 a 11 anos,1978.0,Mil pessoas
GR,4,Sul,2019,Branca,12 anos ou mais,7918.0,Mil pessoas
GR,4,Sul,2019,Preta ou parda,Sem instrução ou menos de 5 anos,810.0,Mil pessoas
GR,4,Sul,2019,Preta ou parda,5 a 8 anos,1284.0,Mil pessoas
GR,4,Sul,2019,Preta ou parda,9 a 11 anos,812.0,Mil pessoas
GR,4,Sul,2019,Preta ou parda,12 anos ou mais,1787.0,Mil pessoas
GR,4,Sul,2022,Branca,Sem instrução ou menos de 5 anos,1444.0,Mil pessoas
GR,4,Sul,2022,Branca,5 a 8 anos,3173.0,Mil pessoas
GR,4,Sul,2022,Branca,9 a 11 anos,2014.0,Mil pessoas
GR,4,Sul,2022,Branca,12 anos ou mais,8494.0,Mil pessoas
GR,4,Sul,2022,Preta ou parda,Sem instrução ou menos de 5 anos,787.0,Mil pessoas
GR,4,Sul,2022,Preta ou parda,5 a 8 anos,1284.0,Mil pessoas
GR,4,Sul,2022,Preta ou parda,9 a 11 anos,907.0,Mil pessoas
GR,4,Sul,2022,Preta ou parda,12 anos ou mais,2099.0,Mil pessoas
GR,4,Sul,2023,Branca,Sem instrução ou menos de 5 anos,1485.0,Mil pessoas
GR,4,Sul,2023,Branca,5 a 8 anos,3092.0,Mil pessoas
GR,4,Sul,2023,Branca,9 a 11 anos,1948.0,Mil pessoas
GR,4,Sul,2023,Branca,12 anos ou mais,8580.0,Mil pessoas
GR,4,Sul,2023,Preta ou parda,Sem instrução ou menos de 5 anos,825.0,Mil pessoas
GR,4,Sul,2023,Preta ou parda,5 a 8 anos,1257.0,Mil pessoas
GR,4,Sul,2023,Preta ou parda,9 a 11 anos,892.0,Mil pessoas
GR,4,Sul,2023,Preta ou parda,12 anos ou mais,2358.0,Mil pessoas
GR,4,Sul,2024,Branca,Sem instrução ou menos de 5 anos,1434.0,Mil pessoas
GR,4,Sul,2024,Branca,5 a 8 anos,2935.0,Mil pessoas
GR,4,Sul,2024,Branca,9 a 11 anos,1849.0,Mil pessoas
GR,4,Sul,2024,Branca,12 anos ou mais,8998.0,Mil pessoas
GR,4,Sul,2024,Preta ou parda,Sem instrução ou menos de 5 anos,801.0,Mil pessoas
GR,4,Sul,2024,Preta ou parda,5 a 8 anos,1266.0,Mil pessoas
GR,4,Sul,2024,Preta ou parda,9 a 11 anos,881.0,Mil pessoas
GR,4,Sul,2024,Preta ou parda,12 anos ou mais,2590.0,Mil pessoas
GR,5,Centro-Oeste,2016,Branca,Sem instrução ou menos de 5 anos,497.0,Mil pessoas
GR,5,Centro-Oeste,2016,Branca,5 a 8 anos,624.0,Mil pessoas
GR,5,Centro-Oeste,2016,Branca,9 a 11 anos,409.0,Mil pessoas
GR,5,Centro-Oeste,2016,Branca,12 anos ou mais,1911.0,Mil pessoas
GR,5,Centro-Oeste,2016,Preta ou parda,Sem instrução ou menos de 5 anos,1182.0,Mil pessoas
GR,5,Centro-Oeste,2016,Preta ou parda,5 a 8 anos,1265.0,Mil pessoas
GR,5,Centro-Oeste,2016,Preta ou parda,9 a 11 anos,844.0,Mil pessoas
GR,5,Centro-Oeste,2016,Preta ou parda,12 anos ou mais,2508.0,Mil pessoas
GR,5,Centro-Oeste,2017,Branca,Sem instrução ou menos de 5 anos,434.0,Mil pessoas
GR,5,Centro-Oeste,2017,Branca,5 a 8 anos,655.0,Mil pessoas
GR,5,Centro-Oeste,2017,Branca,9 a 11 anos,377.0,Mil pessoas
GR,5,Centro-Oeste,2017,Branca,12 anos ou mais,2015.0,Mil pessoas
GR,5,Centro-Oeste,2017,Preta ou parda,Sem instrução ou menos de 5 anos,1080.0,Mil pessoas
GR,5,Centro-Oeste,2017,Preta ou parda,5 a 8 anos,1456.0,Mil pessoas
GR,5,Centro-Oeste,2017,Preta ou parda,9 a 11 anos,841.0,Mil pessoas
GR,5,Centro-Oeste,2017,Preta ou parda,12 anos ou mais,2636.0,Mil pessoas
GR,5,Centro-Oeste,2018,Branca,Sem instrução ou menos de 5 anos,425.0,Mil pessoas
GR,5,Centro-Oeste,2018,Branca,5 a 8 anos,685.0,Mil pessoas
GR,5,Centro-Oeste,2018,Branca,9 a 11 anos,383.0,Mil pessoas
GR,5,Centro-Oeste,2018,Branca,12 anos ou mais,2093.0,Mil pessoas
GR,5,Centro-Oeste,2018,Preta ou parda,Sem instrução ou menos de 5 anos,1026.0,Mil pessoas
GR,5,Centro-Oeste,2018,Preta ou parda,5 a 8 anos,1434.0,Mil pessoas
GR,5,Centro-Oeste,2018,Preta ou parda,9 a 11 anos,844.0,Mil pessoas
GR,5,Centro-Oeste,2018,Preta ou parda,12 anos ou mais,2751.0,Mil pessoas
GR,5,Centro-Oeste,2019,Branca,Sem instrução ou menos de 5 anos,417.0,Mil pessoas
GR,5,Centro-Oeste,2019,Branca,5 a 8 anos,660.0,Mil pessoas
GR,5,Centro-Oeste,2019,Branca,9 a 11 anos,381.0,Mil pessoas
GR,5,Centro-Oeste,2019,Branca,12 anos ou mais,2179.0,Mil pessoas
GR,5,Centro-Oeste,2019,Preta ou parda,Sem instrução ou menos de 5 anos,999.0,Mil pessoas
GR,5,Centro-Oeste,2019,Preta ou parda,5 a 8 anos,1379.0,Mil pessoas
GR,5,Centro-Oeste,2019,Preta ou parda,9 a 11 anos,827.0,Mil pessoas
GR,5,Centro-Oeste,2019,Preta ou parda,12 anos ou mais,2962.0,Mil pessoas
GR,5,Centro-Oeste,2022,Branca,Sem instrução ou menos de 5 anos,404.0,Mil pessoas
GR,5,Centro-Oeste,2022,Branca,5 a 8 anos,609.0,Mil pessoas
GR,5,Centro-Oeste,2022,Branca,9 a 11 anos,381.0,Mil pessoas
GR,5,Centro-Oeste,2022,Branca,12 anos ou mais,2425.0,Mil pessoas
