"Tabela 7135 - Pessoas de 25 anos ou mais de idade, por cor ou raça e nível de instrução",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
BR,1,Brasil,2022,Preta ou parda,Sem instrução,5750.0,Mil pessoas
BR,1,Brasil,2022,Preta ou parda,Ensino fundamental incompleto ou equivalente,23673.0,Mil pessoas
BR,1,Brasil,2022,Preta ou parda,Ensino fundamental completo ou equivalente,6085.0,Mil pessoas
BR,1,Brasil,2022,Preta ou parda,Ensino médio incompleto ou equivalente,4357.0,Mil pessoas
BR,1,Brasil,2022,Preta ou parda,Ensino médio completo ou equivalente,23213.0,Mil pessoas
BR,1,Brasil,2022,Preta ou parda,Ensino superior incompleto ou equivalente,2600.0,Mil pessoas
BR,1,Brasil,2022,Preta ou parda,Superior completo,9434.0,Mil pessoas
BR,1,Brasil,2023,Branca,Sem instrução,2424.0,Mil pessoas
BR,1,Brasil,2023,Branca,Ensino fundamental incompleto ou equivalente,14313.0,Mil pessoas
BR,1,Brasil,2023,Branca,Ensino fundamental completo ou equivalente,4471.0,Mil pessoas
BR,1,Brasil,2023,Branca,Ensino médio incompleto ou equivalente,2420.0,Mil pessoas
BR,1,Brasil,2023,Branca,Ensino médio completo ou equivalente,18080.0,Mil pessoas
BR,1,Brasil,2023,Branca,Ensino superior incompleto ou equivalente,2967.0,Mil pessoas
BR,1,Brasil,2023,Branca,Superior completo,17074.0,Mil pessoas
BR,1,Brasil,2023,Preta ou parda,Sem instrução,5899.0,Mil pessoas
BR,1,Brasil,2023,Preta ou parda,Ensino fundamental incompleto ou equivalente,23298.0,Mil pessoas
BR,1,Brasil,2023,Preta ou parda,Ensino fundamental completo ou equivalente,5943.0,Mil pessoas
BR,1,Brasil,2023,Preta ou parda,Ensino médio incompleto ou equivalente,4502.0,Mil pessoas
BR,1,Brasil,2023,Preta ou parda,Ensino médio completo ou equivalente,24301.0,Mil pessoas
BR,1,Brasil,2023,Preta ou parda,Ensino superior incompleto ou equivalente,2768.0,Mil pessoas
BR,1,Brasil,2023,Preta ou parda,Superior completo,10004.0,Mil pessoas
BR,1,Brasil,2024,Branca,Sem instrução,2282.0,Mil pessoas
BR,1,Brasil,2024,Branca,Ensino fundamental incompleto ou equivalente,13717.0,Mil pessoas
BR,1,Brasil,2024,Branca,Ensino fundamental completo ou equivalente,4287.0,Mil pessoas
BR,1,Brasil,2024,Branca,Ensino médio incompleto ou equivalente,2327.0,Mil pessoas
BR,1,Brasil,2024,Branca,Ensino médio completo ou equivalente,18294.0,Mil pessoas
BR,1,Brasil,2024,Branca,Ensino superior incompleto ou equivalente,2956.0,Mil pessoas
BR,1,Brasil,2024,Branca,Superior completo,17906.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Sem instrução,5448.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Ensino fundamental incompleto ou equivalente,23245.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Ensino fundamental completo ou equivalente,6150.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Ensino médio incompleto ou equivalente,4552.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Ensino médio completo ou equivalente,25698.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Ensino superior incompleto ou equivalente,2882.0,Mil pessoas
BR,1,Brasil,2024,Preta ou parda,Superior completo,10834.0,Mil pessoas
GR,1,Norte,2016,Branca,Sem instrução,122.0,Mil pessoas
GR,1,Norte,2016,Branca,Ensino fundamental incompleto ou equivalente,520.0,Mil pessoas
GR,1,Norte,2016,Branca,Ensino fundamental completo ou equivalente,125.0,Mil pessoas
GR,1,Norte,2016,Branca,Ensino médio incompleto ou equivalente,82.0,Mil pessoas
GR,1,Norte,2016,Branca,Ensino médio completo ou equivalente,465.0,Mil pessoas
GR,1,Norte,2016,Branca,Ensino superior incompleto ou equivalente,72.0,Mil pessoas
GR,1,Norte,2016,Branca,Superior completo,310.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Sem instrução,712.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Ensino fundamental incompleto ou equivalente,2752.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Ensino fundamental completo ou equivalente,585.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Ensino médio incompleto ou equivalente,382.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Ensino médio completo ou equivalente,1958.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Ensino superior incompleto ou equivalente,230.0,Mil pessoas
GR,1,Norte,2016,Preta ou parda,Superior completo,682.0,Mil pessoas
GR,1,Norte,2017,Branca,Sem instrução,118.0,Mil pessoas
GR,1,Norte,2017,Branca,Ensino fundamental incompleto ou equivalente,533.0,Mil pessoas
GR,1,Norte,2017,Branca,Ensino fundamental completo ou equivalente,119.0,Mil pessoas
GR,1,Norte,2017,Branca,Ensino médio incompleto ou equivalente,97.0,Mil pessoas
GR,1,Norte,2017,Branca,Ensino médio completo ou equivalente,486.0,Mil pessoas
GR,1,Norte,2017,Branca,Ensino superior incompleto ou equivalente,77.0,Mil pessoas
GR,1,Norte,2017,Branca,Superior completo,358.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Sem instrução,654.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Ensino fundamental incompleto ou equivalente,2799.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Ensino fundamental completo ou equivalente,569.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Ensino médio incompleto ou equivalente,433.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Ensino médio completo ou equivalente,2066.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Ensino superior incompleto ou equivalente,279.0,Mil pessoas
GR,1,Norte,2017,Preta ou parda,Superior completo,723.0,Mil pessoas
GR,1,Norte,2018,Branca,Sem instrução,110.0,Mil pessoas
GR,1,Norte,2018,Branca,Ensino fundamental incompleto ou equivalente,520.0,Mil pessoas
GR,1,Norte,2018,Branca,Ensino fundamental completo ou equivalente,126.0,Mil pessoas
GR,1,Norte,2018,Branca,Ensino médio incompleto ou equivalente,81.0,Mil pessoas
GR,1,Norte,2018,Branca,Ensino médio completo ou equivalente,482.0,Mil pessoas
GR,1,Norte,2018,Branca,Ensino superior incompleto ou equivalente,90.0,Mil pessoas
GR,1,Norte,2018,Branca,Superior completo,391.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Sem instrução,659.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Ensino fundamental incompleto ou equivalente,2837.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Ensino fundamental completo ou equivalente,557.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Ensino médio incompleto ou equivalente,443.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Ensino médio completo ou equivalente,2187.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Ensino superior incompleto ou equivalente,279.0,Mil pessoas
GR,1,Norte,2018,Preta ou parda,Superior completo,847.0,Mil pessoas
GR,1,Norte,2019,Branca,Sem instrução,87.0,Mil pessoas
GR,1,Norte,2019,Branca,Ensino fundamental incompleto ou equivalente,513.0,Mil pessoas
GR,1,Norte,2019,Branca,Ensino fundamental completo ou equivalente,110.0,Mil pessoas
GR,1,Norte,2019,Branca,Ensino médio incompleto ou equivalente,74.0,Mil pessoas
GR,1,Norte,2019,Branca,Ensino médio completo ou equivalente,521.0,Mil pessoas
GR,1,Norte,2019,Branca,Ensino superior incompleto ou equivalente,95.0,Mil pessoas
GR,1,Norte,2019,Branca,Superior completo,437.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Sem instrução,583.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Ensino fundamental incompleto ou equivalente,2837.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Ensino fundamental completo ou equivalente,561.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Ensino médio incompleto ou equivalente,460.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Ensino médio completo ou equivalente,2307.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Ensino superior incompleto ou equivalente,291.0,Mil pessoas
GR,1,Norte,2019,Preta ou parda,Superior completo,870.0,Mil pessoas
GR,1,Norte,2022,Branca,Sem instrução,117.0,Mil pessoas
GR,1,Norte,2022,Branca,Ensino fundamental incompleto ou equivalente,541.0,Mil pessoas
GR,1,Norte,2022,Branca,Ensino fundamental completo ou equivalente,127.0,Mil pessoas
GR,1,Norte,2022,Branca,Ensino médio incompleto ou equivalente,96.0,Mil pessoas
GR,1,Norte,2022,Branca,Ensino médio completo ou equivalente,621.0,Mil pessoas
GR,1,Norte,2022,Branca,Ensino superior incompleto ou equivalente,100.0,Mil pessoas
GR,1,Norte,2022,Branca,Superior completo,487.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Sem instrução,648.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Ensino fundamental incompleto ou equivalente,2679.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Ensino fundamental completo ou equivalente,573.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Ensino médio incompleto ou equivalente,499.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Ensino médio completo ou equivalente,2540.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Ensino superior incompleto ou equivalente,317.0,Mil pessoas
GR,1,Norte,2022,Preta ou parda,Superior completo,1155.0,Mil pessoas
GR,1,Norte,2023,Branca,Sem instrução,115.0,Mil pessoas
GR,1,Norte,2023,Branca,Ensino fundamental incompleto ou equivalente,518.0,Mil pessoas
GR,1,Norte,2023,Branca,Ensino fundamental completo ou equivalente,123.0,Mil pessoas
GR,1,Norte,2023,Branca,Ensino médio incompleto ou equivalente,105.0,Mil pessoas
GR,1,Norte,2023,Branca,Ensino médio completo ou equivalente,618.0,Mil pessoas
GR,1,Norte,2023,Branca,Ensino superior incompleto ou equivalente,92.0,Mil pessoas
GR,1,Norte,2023,Branca,Superior completo,514.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Sem instrução,650.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Ensino fundamental incompleto ou equivalente,2646.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Ensino fundamental completo ou equivalente,593.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Ensino médio incompleto ou equivalente,500.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Ensino médio completo ou equivalente,2733.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Ensino superior incompleto ou equivalente,325.0,Mil pessoas
GR,1,Norte,2023,Preta ou parda,Superior completo,1201.0,Mil pessoas
GR,1,Norte,2024,Branca,Sem instrução,118.0,Mil pessoas
GR,1,Norte,2024,Branca,Ensino fundamental incompleto ou equivalente,496.0,Mil pessoas
GR,1,Norte,2024,Branca,Ensino fundamental completo ou equivalente,129.0,Mil pessoas
GR,1,Norte,2024,Branca,Ensino médio incompleto ou equivalente,102.0,Mil pessoas
GR,1,Norte,2024,Branca,Ensino médio completo ou equivalente,683.0,Mil pessoas
GR,1,Norte,2024,Branca,Ensino superior incompleto ou equivalente,105.0,Mil pessoas
GR,1,Norte,2024,Branca,Superior completo,560.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Sem instrução,598.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Ensino fundamental incompleto ou equivalente,2578.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Ensino fundamental completo ou equivalente,630.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Ensino médio incompleto ou equivalente,475.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Ensino médio completo ou equivalente,2865.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Ensino superior incompleto ou equivalente,378.0,Mil pessoas
GR,1,Norte,2024,Preta ou parda,Superior completo,1290.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Sem instrução,939.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Ensino fundamental incompleto ou equivalente,2562.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Ensino fundamental completo ou equivalente,528.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Ensino médio incompleto ou equivalente,328.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Ensino médio completo ou equivalente,2029.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Ensino superior incompleto ou equivalente,275.0,Mil pessoas
GR,2,Nordeste,2016,Branca,Superior completo,1340.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Sem instrução,3636.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Ensino fundamental incompleto ou equivalente,9508.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Ensino fundamental completo ou equivalente,1780.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Ensino médio incompleto ou equivalente,1157.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Ensino médio completo ou equivalente,5833.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Ensino superior incompleto ou equivalente,637.0,Mil pessoas
GR,2,Nordeste,2016,Preta ou parda,Superior completo,1856.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Sem instrução,888.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Ensino fundamental incompleto ou equivalente,2499.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Ensino fundamental completo ou equivalente,506.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Ensino médio incompleto ou equivalente,302.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Ensino médio completo ou equivalente,2056.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Ensino superior incompleto ou equivalente,299.0,Mil pessoas
GR,2,Nordeste,2017,Branca,Superior completo,1435.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Sem instrução,3575.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Ensino fundamental incompleto ou equivalente,9692.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Ensino fundamental completo ou equivalente,1726.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Ensino médio incompleto ou equivalente,1259.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Ensino médio completo ou equivalente,6178.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Ensino superior incompleto ou equivalente,637.0,Mil pessoas
GR,2,Nordeste,2017,Preta ou parda,Superior completo,1973.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Sem instrução,831.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Ensino fundamental incompleto ou equivalente,2448.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Ensino fundamental completo ou equivalente,498.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Ensino médio incompleto ou equivalente,319.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Ensino médio completo ou equivalente,2168.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Ensino superior incompleto ou equivalente,326.0,Mil pessoas
GR,2,Nordeste,2018,Branca,Superior completo,1542.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Sem instrução,3413.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Ensino fundamental incompleto ou equivalente,9632.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Ensino fundamental completo ou equivalente,1719.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Ensino médio incompleto ou equivalente,1272.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Ensino médio completo ou equivalente,6295.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Ensino superior incompleto ou equivalente,768.0,Mil pessoas
GR,2,Nordeste,2018,Preta ou parda,Superior completo,2242.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Sem instrução,784.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Ensino fundamental incompleto ou equivalente,2519.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Ensino fundamental completo ou equivalente,496.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Ensino médio incompleto ou equivalente,330.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Ensino médio completo ou equivalente,2151.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Ensino superior incompleto ou equivalente,329.0,Mil pessoas
GR,2,Nordeste,2019,Branca,Superior completo,1641.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Sem instrução,3309.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Ensino fundamental incompleto ou equivalente,9565.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Ensino fundamental completo ou equivalente,1730.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Ensino médio incompleto ou equivalente,1287.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Ensino médio completo ou equivalente,6551.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Ensino superior incompleto ou equivalente,754.0,Mil pessoas
GR,2,Nordeste,2019,Preta ou parda,Superior completo,2459.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Sem instrução,948.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Ensino fundamental incompleto ou equivalente,2497.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Ensino fundamental completo ou equivalente,556.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Ensino médio incompleto ou equivalente,395.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Ensino médio completo ou equivalente,2485.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Ensino superior incompleto ou equivalente,356.0,Mil pessoas
GR,2,Nordeste,2022,Branca,Superior completo,1738.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Sem instrução,3243.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Ensino fundamental incompleto ou equivalente,8929.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Ensino fundamental completo ou equivalente,1817.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Ensino médio incompleto ou equivalente,1482.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Ensino médio completo ou equivalente,7583.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Ensino superior incompleto ou equivalente,715.0,Mil pessoas
GR,2,Nordeste,2022,Preta ou parda,Superior completo,2780.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Sem instrução,924.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Ensino fundamental incompleto ou equivalente,2439.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Ensino fundamental completo ou equivalente,531.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Ensino médio incompleto ou equivalente,369.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Ensino médio completo ou equivalente,2646.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Ensino superior incompleto ou equivalente,354.0,Mil pessoas
GR,2,Nordeste,2023,Branca,Superior completo,1895.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Sem instrução,3259.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Ensino fundamental incompleto ou equivalente,8773.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Ensino fundamental completo ou equivalente,1817.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Ensino médio incompleto ou equivalente,1465.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Ensino médio completo ou equivalente,7901.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Ensino superior incompleto ou equivalente,764.0,Mil pessoas
GR,2,Nordeste,2023,Preta ou parda,Superior completo,2925.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Sem instrução,818.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Ensino fundamental incompleto ou equivalente,2408.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Ensino fundamental completo ou equivalente,535.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Ensino médio incompleto ou equivalente,370.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Ensino médio completo ou equivalente,2603.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Ensino superior incompleto ou equivalente,373.0,Mil pessoas
GR,2,Nordeste,2024,Branca,Superior completo,2036.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Sem instrução,3065.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Ensino fundamental incompleto ou equivalente,8783.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Ensino fundamental completo ou equivalente,1853.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Ensino médio incompleto ou equivalente,1559.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Ensino médio completo ou equivalente,8184.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Ensino superior incompleto ou equivalente,798.0,Mil pessoas
GR,2,Nordeste,2024,Preta ou parda,Superior completo,3191.0,Mil pessoas
GR,3,Sudeste,2016,Branca,Sem instrução,984.0,Mil pessoas
GR,3,Sudeste,2016,Branca,Ensino fundamental incompleto ou equivalente,7505.0,Mil pessoas
GR,3,Sudeste,2016,Branca,Ensino fundamental completo ou equivalente,2732.0,Mil pessoas
GR,3,Sudeste,2016,Branca,Ensino médio incompleto ou equivalente,918.0,Mil pessoas
GR,3,Sudeste,2016,Branca,Ensino médio completo ou equivalente,9168.0,Mil pessoas
GR,3,Sudeste,2016,Branca,Ensino superior incompleto ou equivalente,1308.0,Mil pessoas
